[00:00:00] 没有的话呢，
[00:49:38] 把它变换一下，
[00:49:40] 变成一个对策，
[00:49:41] 只有不断完善硬设施。
[00:49:43] 下面，
[00:49:44] 筑牢社会治理之骨，
[00:49:45] 把它写成一个才能让社会治理的骨架更牢固。
[00:49:49] 你看，
[00:49:49] 多么简单。
[00:49:50] 各位就实现了一个首尾的呼应，
[00:49:53] 非常简单，
[00:49:53] 希望同学们一定把这个搞定，
[00:49:55] 大家觉得这一段可以过的话，
[00:49:57] 就给老师打一个过，
[00:49:59] 各位那有的同学说老师，
[00:50:01] 我现在是零基础小白，
[00:50:02] 第一次听你这个课。
[00:50:04] 我一下子搞不定了，
[00:50:05] 有什么办法吗？
[00:50:06] 各位，
[00:50:07] 那你可以按照我们的底层逻辑套一下，
[00:50:10] 也就是。
[00:50:11] 怎么样完善硬设施，
[00:50:12] 既是推动经济社会又好又快发展的重要任务，
[00:50:17] 也是改善民生，
[00:50:18] 实现全面协调可持续发展的必然选择，
[00:50:22] 更是实现。
[00:50:23] 高质量发展的必由之路。
[00:50:24] 我国近些年高度重视硬设施的这种工作，
[00:50:28] 成绩有目共睹。
[00:50:29] 哎，
[00:50:29] 材料当中没有问题，
[00:50:31] 我们就不说了，
[00:50:32] 我们下面可以说那么背篓专列呢？
[00:50:34] 我们也看到背篓专列。
[00:50:36] 作为映射式的一种特殊形式，
[00:50:39] 它将大山深处的居民与城市紧密相连，
[00:50:42] 它有什么影响呢？
[00:50:43] 那么便利了偏远地区居民的日常出行，
[00:50:47] 也提升了他们的生活质量啊。
[00:50:49] 下面最后来一个回扣，
[00:50:51] 它让我们更加坚信，
[00:50:53] 只有不断完善硬设施，
[00:50:55] 才能让社会治理的骨架更为牢固。
[00:50:58] 行不行？
[00:50:58] 各位。
[00:50:59] 这些东西如果你现在是小白，
[00:51:01] 接受能力比较差，
[00:51:02] 你就先把这个背下来，
[00:51:04] 按照这个适当的改写一下也就行了，
[00:51:07] 非常容易。
[00:51:07] 好了，
[00:51:08] 下面再给大家看第二个分类点，
[00:51:10] 细致入微的软服务，
[00:51:12] 丰盈社会治理之魂，
[00:51:13] 各位拿到这个有没有一点小小的崩溃的感觉？
[00:51:17] 那么，
[00:51:18] 我们一个软服务怎么能够丰盈社会治理之魂呢？
[00:51:22] 各位，
[00:51:22] 你拿到这个问题的话呢？
[00:51:24] 你又在这边脑袋空白了，
[00:51:26] 记住拿到它之后还是。
[00:51:28] 要想到三招，
[00:51:29] 第一招是叫做名言警句论证，
[00:51:32] 第二招是叫做要素论证，
[00:51:34] 第三招是叫做事例论证。
[00:51:37] 好了，
[00:51:37] 莫着急，
[00:51:38] 那么大家来看一下民警军令症，
[00:51:41] 我们可以不用下面。
[00:51:43] 叫做一个要素论证。
[00:51:46] 各位，
[00:51:46] 我们一下子说要素论证的时候，
[00:51:49] 脑袋又空白了，
[00:51:51] 你要素论证首先我们在可以论证哪一个？
[00:51:55] 是不是还是要论证一个影响啊？
[00:51:57] 各位论证影响的话，
[00:51:59] 很多同学又不会了，
[00:52:00] 当你不会的时候就记住了，
[00:52:03] 论证影响你一定要想到论证哪个词的影响以及论证哪个词。
[00:52:08] 对哪个主体有影响？
[00:52:10] 行吧，
[00:52:10] 论证哪个词的影响呢？
[00:52:12] 一一定要论证分论点当中的软服务的影响。
[00:52:16] 好了，
[00:52:17] 我要论证软服务那么软服务，
[00:52:20] 它有什么样的影响呢？
[00:52:22] 各位软服务对谁有影响呢？
[00:52:25] 对于社会有影响，
[00:52:26] 你就拿着它给我造一个句。
[00:52:29] 剩下的你造成什么句子我都不管了，
[00:52:32] 软服务对于社会，
[00:52:33] 你随便造句，
[00:52:34] 你可以把它造的非常的个性化，
[00:52:37] 你可以说软服务如同温暖的春风。
[00:52:40] 一起写软服务。
[00:52:44] 如同温暖的春风啊，
[00:52:47] 稍微有点诗情画意也是可以的。
[00:52:52] 软服务如同温暖的春风。
[00:52:55] 下面对社会有什么好处呢？
[00:52:58] 滋润社会的每一个角落。
[00:53:01] 滋润。
[00:53:03] 社会。
[00:53:05] 的每一个。
[00:53:10] 角落。
[00:53:12] 你们觉得可以吧，
[00:53:14] 那完全是没有问题的，
[00:53:15] 你直接把它给我搞定也就可以了，
[00:53:18] 好吧，
[00:53:19] 这是我们给大家说的好了，
[00:53:21] 那么如果你还想再写的话，
[00:53:23] 我们。
[00:53:24] 还可以从材料当中，
[00:53:25] 刚才那个硬设施我们找到了，
[00:53:27] 硬设施有那个石墩子，
[00:53:29] 把它上升了，
[00:53:30] 叫做公共安全设施，
[00:53:31] 那个中央绿化带叫做交通基础设施，
[00:53:34] 然后我们又联想到一个啊，
[00:53:36] 我们平常联系用的。
[00:53:38] 呃，
[00:53:38] 华为的这些基站叫做通信基础设施，
[00:53:41] 那软服务它包含了什么的服务呢？
[00:53:44] 还记不记得刚才我们题干当中看到那些题目什么医疗的什么东西的？
[00:53:50] 我们带着大家呢，
[00:53:51] 去看一下这个材料，
[00:53:53] 大家看这是一个材料，
[00:53:54] 二这一个材料，
[00:53:56] 二我问大家一下，
[00:53:57] 你们觉得它是在讲的一个什么？
[00:54:00] 它是在讲的一个对于儿童友好的一个东西是吧？
[00:54:04] 对于儿童友好的一个东西。
[00:54:07] 大家来看一下以前的话呢呃，
[00:54:09] 我们对于儿童友好的，
[00:54:11] 它这里面讲的是什么比安装一个固定滑梯就好，
[00:54:15] 随处有一滩水，
[00:54:16] 一个沙，
[00:54:17] 一个捉迷藏。
[00:54:18] 这些东西的话呢，
[00:54:19] 它叫什么？
[00:54:20] 它可能是叫做一个那个硬设施哎，
[00:54:22] 这些我们也可以给我们举一个例子，
[00:54:25] 它也叫公共啊，
[00:54:26] 基础设施也没有问题。
[00:54:28] 好了，
[00:54:28] 我们再来看一下，
[00:54:29] 除了这一个，
[00:54:30] 大家再来看一下，
[00:54:32] 还有什么东西吗？
[00:54:33] 大家看这里面有一个图书馆的大巴，
[00:54:36] 请问大家图书馆的大巴是代表什么？
[00:54:39] 图书馆的大巴，
[00:54:40] 那么它本质上不是一个硬设施，
[00:54:43] 它是为了我们送图书的，
[00:54:45] 是为我们做软服务的，
[00:54:47] 同意吧，
[00:54:48] 下面大家看它还出台了友好的建设指南。
[00:54:52] 出台了友好的建设指南，
[00:54:54] 那么明确了公共服务体系，
[00:54:56] 那这个它就可以改写成例子用来论证。
[00:55:00] 我们的软服务行不行？
[00:55:02] 软软服务，
[00:55:03] 大家看这个大巴表面上大巴，
[00:55:05] 它肯定是一个硬件，
[00:55:07] 但是它不属于硬设施，
[00:55:09] 它是为了方便我们借图书的。
[00:55:12] 另外，
[00:55:13] 那这个时候我又长了一点脑子，
[00:55:15] 各位大家再来看一下这个儿童游乐设施，
[00:55:19] 少儿童游乐设施少的这个设计团队就怎么干呢？
[00:55:23] 他就搞了一个公共服务的空间。
[00:55:26] 请问你们觉得这个公共服务的空间，
[00:55:29] 它主要是在说硬设施还是在说软服务？
[00:55:32] 刚才我们看一滩水，
[00:55:34] 一出沙，
[00:55:34] 一个捉迷藏的空间，
[00:55:36] 我们本来还以为是硬设施。
[00:55:38] 但是这个时候公共服务它肯定讲的是一个叫做服务，
[00:55:43] 听见了吗？
[00:55:44] 好了。
[00:55:45] 那么我们这个时候带着大家呢，
[00:55:47] 一起把它搞定，
[00:55:48] 你们稍等一下，
[00:55:49] 我再给大家前面看一个刚才的那个小题，
[00:55:53] 因为有的同学已经忘了小题了。
[00:55:55] 我们讲软服务社会当中的软服务，
[00:55:59] 大家看这个是叫一个就业能够看懂吗？
[00:56:03] 各位，
[00:56:04] 我问大家一下，
[00:56:05] 这个是叫做一个就业，
[00:56:08] 这个是叫做一个儿童友好城市，
[00:56:11] 那么你能够想到就业，
[00:56:13] 它就和民生服务有关。
[00:56:16] 那么，
[00:56:16] 能不能想到医疗？
[00:56:18] 那么，
[00:56:19] 能不能想到教育？
[00:56:20] 好吧，
[00:56:21] 能不能想到一个教育？
[00:56:23] 或者你写到其他的和社区软服务相比如说。
[00:56:28] 想想到社区的这种治理都是可以的，
[00:56:31] 你不一定跟我一样，
[00:56:32] 因为大作文的话呢，
[00:56:33] 它不是那个小题，
[00:56:35] 它可以写的比较的个性化，
[00:56:37] 所以我带着大家一起把它写下来。
[00:56:39] 各位，
[00:56:39] 就是拿到这种题目啊，
[00:56:42] 大家的联想能力是非常重要的，
[00:56:44] 好了，
[00:56:45] 我们带着大家试着写一下，
[00:56:47] 刚才写了一个影响，
[00:56:49] 也就是软服务，
[00:56:51] 如同温暖的春风。
[00:56:52] 滋养滋润社会的每一个角落。
[00:56:55] 下面给我写三个方面的服务，
[00:56:58] 第一个叫无论是。
[00:57:00] 文化。
[00:57:02] 教育的普及，
[00:57:03] 你看你不是搞着一个图书大巴吗？
[00:57:06] 那不不就是文化教育的普及吗？
[00:57:09] 给我们送图书吗？
[00:57:11] 下面还有一个医疗吗？
[00:57:13] 叫做还是？
[00:57:14] 医疗服务的完善。
[00:57:17] 医疗服务，
[00:57:18] 政府的服务和老百姓有关的，
[00:57:22] 就这几个医疗服务的。
[00:57:25] 完善。
[00:57:26] 下面再写一个，
[00:57:28] 想一个不要从材料当中的，
[00:57:30] 那么一定要拔高，
[00:57:32] 大家想想和我们老百姓直接相关的叫做，
[00:57:35] 抑或是？
[00:57:36] 社区管理的精细化。
[00:57:39] 亦或是。
[00:57:41] 社区。
[00:57:44] 管理。
[00:57:46] 的精细化。
[00:57:51] 各位，
[00:57:52] 他们对谁有影响？
[00:57:54] 能不能告诉东哥是不是对于居民有影响啊？
[00:57:58] 那么都会在潜移默化中提升居民的幸福感和获得感。
[00:58:04] 提升幸福感和获得感这种词呢？
[00:58:07] 我们经常用你一定把它给我背下来，
[00:58:11] 行吧，
[00:58:11] 大家看。
[00:58:12] 软服务对于社会有影响，
[00:58:15] 下面说了三个方面的软服务，
[00:58:18] 对于老百姓有影响，
[00:58:20] 你就把它给我搞定也就可以了。
[00:58:23] 行吗？
[00:58:24] 各位同学们，
[00:58:25] 下面你想把它展开写，
[00:58:28] 我们就可以叫做进行一个举例子。
[00:58:31] OK，
[00:58:32] 那么举例子，
[00:58:33] 我们刚才在大家已经带着大家找了他，
[00:58:37] 这些带着小孩去玩。
[00:58:39] 各位，
[00:58:40] 这个是不是叫做亲子活动啊啊？
[00:58:44] 下面还有一个例子，
[00:58:46] 是不是叫做图书馆的大巴呀？
[00:58:49] 我们也把它给我写到这个地方。
[00:58:53] 还有一个叫做出台了一个建设指南，
[00:58:57] 明确了一个公共服务体系，
[00:59:00] 出台了一个地方标准。
[00:59:02] 是不是也是一个我们服务的例子，
[00:59:06] 下面主体是n是对策，
[00:59:09] 是这个那么？
[00:59:10] 下面对策是这个，
[00:59:12] 你看多好啊，
[00:59:13] 非常简单吧，
[00:59:14] 现在同学们那么如果你说老师，
[00:59:16] 那我觉得他这样写，
[00:59:18] 我觉得太个性化了，
[00:59:20] 你能不能给我用一个规范各位？
[00:59:22] 规范也就是叫做主体是谁啊？
[00:59:25] 叫做暗影师，
[00:59:27] 再加一个对策，
[00:59:28] 对策是什么呢？
[00:59:30] 对策那么你就可以写叫做在儿童友好空间的打造中呢？
[00:59:35] 叫做事物。
[00:59:36] 不具细，
[00:59:37] 充分考虑到儿童的要求非常简单，
[00:59:41] 你前面这三个不写都没有关系，
[00:59:44] 当然你前面三个要写，
[00:59:46] 你就写主体是n是。
[00:59:48] 下面你就直接写对策，
[00:59:51] 从开展亲子文娱活动到启动。
[00:59:54] 流动图书馆大巴再到出台地方儿童友好标准，
[00:59:59] 这就是对策。
[01:00:01] 它有什么影响呢？
[01:00:02] 它让它怎么样让？
[01:00:04] 增强了群众的获得感和幸福感，
[01:00:07] 它或者是对于儿童有影响，
[01:00:10] 充分满足了儿童的需求和感受。
[01:00:13] 这些东西它变化无穷，
[01:00:15] 你只要大体有它的底层逻辑，
[01:00:18] 叫做主体加对策，
[01:00:19] 加影响，
[01:00:20] 就不管你怎么变都是可以的。
[01:00:23] 现在大家觉得可以吗？
[01:00:25] 这就是改写例子的一个方式啊，
[01:00:28] 下面我们再把它做一个收尾。
[01:00:30] 这个收尾我给大家说了，
[01:00:33] 一定要做到首尾呼应，
[01:00:35] 首尾呼应的意思就是断尾句和断首句一定要一一对应，
[01:00:40] 只有三种方式，
[01:00:41] 哪三种方式第一种叫增加。
[01:00:43] 句子那么第二种叫改写句子，
[01:00:47] 第三种叫调换顺序，
[01:00:50] 大家还记得吗？
[01:00:52] 叫调换顺序。
[01:00:54] 所以这是我们给大家所说的非常重要的，
[01:00:57] 一定把它给我搞定，
[01:00:58] 那么大家再来看一下这个题目，
[01:01:01] 我们怎么样把它增加句子呢？
[01:01:03] 说细致入微的软服务，
[01:01:04] 把它变成对策叫只有不断提升软服务水平。
[01:01:08] 丰盈社会治理之魂，
[01:01:10] 我们就可以把它改写成让社会治理更有效，
[01:01:13] 更高效。
[01:01:14] 你中间再增加一个句子，
[01:01:16] 丰盈社会治理之魂，
[01:01:18] 再把它写成。
[01:01:19] 是才能为社会治理注入更多的活力与温情。
[01:01:23] 随便写啊，
[01:01:24] 兄弟们，
[01:01:24] 不要怕行吗？
[01:01:26] 那么我们再接着给大家一起往下走，
[01:01:29] 大家再来看一下下面的。
[01:01:31] 如果说你现在啊，
[01:01:32] 实在是零基础，
[01:01:34] 又非常着急，
[01:01:35] 你可以先用这个把它套一下，
[01:01:37] 记住这种逻辑，
[01:01:38] 后来你在这个基础上再改写也就行了，
[01:01:41] 各位。
[01:01:42] 提升软服务水平啊，
[01:01:43] 或者是不断提升软服务水平，
[01:01:46] 既是贯彻新发展理念的重要举措，
[01:01:49] 也是响应人民群众共识和呼声的应有之义，
[01:01:52] 更是关系我国经济社会发展。
[01:01:55] 全局的点睛之笔啊，
[01:01:57] 我国近些年高度重视提升软服务工作，
[01:02:01] 成绩有目共睹。
[01:02:03] 我们也看到。
[01:02:04] 看到什么？
[01:02:05] 我们也看到，
[01:02:07] 从开展亲子文化与文娱。
[01:02:10] 叫活动到启动流动图书馆大巴，
[01:02:12] 再到出台儿童友好地方标准，
[01:02:15] 安应市在儿童友好空间打造中事无巨细，
[01:02:19] 充分考虑到了儿童的。
[01:02:21] 感受和需求啊，
[01:02:22] 最后加一个总论点呃，
[01:02:24] 由此呢啊，
[01:02:25] 或者你中间还可以加一个句子，
[01:02:27] 追风赶月莫停留，
[01:02:28] 平无尽处是春山，
[01:02:30] 只有不断提升软服务水平，
[01:02:32] 才能为社会治理注入更多的活力。
[01:02:34] 与温情让社会治理更有效，
[01:02:37] 更高效，
[01:02:37] 大家觉得可以吗？
[01:02:39] 完全没有问题啊，
[01:02:40] 兄弟们，
[01:02:41] 这些东西你先把它背下来，
[01:02:43] 然后你慢慢的再实现个性化，
[01:02:46] 如果你是零基础的同学。
[01:02:48] 如果你现在已经把这些招数运用的比较自如了，
[01:02:51] 你就可以在这个基础上随便去写了好了，
[01:02:55] 那么下面再写第三个分论点。
[01:02:57] 大家看，
[01:02:57] 往往我们第三个分类点呢，
[01:03:00] 基本上只写前半句，
[01:03:01] 这个题目我为什么要加后半句呢？
[01:03:04] 这是题干当中给我们的一个对策，
[01:03:06] 我们一定要把它写进去，
[01:03:08] 这样我们就会非常的安全。
[01:03:10] 明白了吧，
[01:03:11] 好了，
[01:03:12] 大家再来想一下软硬设施和软服务的完美的结合，
[01:03:16] 离不开各方的相互成就，
[01:03:18] 我问大家一下，
[01:03:19] 拿到这一块，
[01:03:20] 你觉得自己脑袋空白了，
[01:03:22] 现在应该怎么办？
[01:03:24] 告诉东哥，
[01:03:25] 那么如果你拿到这个脑袋空白了的话，
[01:03:28] 第一个还是要想到我们本质上就是。
[01:03:31] 三个论证民言警句论证，
[01:03:33] 加上一个事例论证，
[01:03:35] 再加上一个要素论证好了，
[01:03:37] 亲爱的同学们，
[01:03:39] 那我们来看一下能不能进行一个叫做？
[01:03:42] 首先进行一个什么呢？
[01:03:45] 进行一个叫做要素论证呢？
[01:03:47] 要素论证能不能论证一下影响呢？
[01:03:51] 各位，
[01:03:52] 能不能论证一下影响呢？
[01:03:54] 各位，
[01:03:55] 这个影响我们要谈谁的影响？
[01:03:58] 我们要谈硬。
[01:04:00] 叫做对软的影响，
[01:04:02] 我们还可以谈软，
[01:04:03] 叫做对硬的影响，
[01:04:05] 也就是硬设施对软服务有什么影响，
[01:04:09] 软服务对硬设施有什么影响。
[01:04:12] 各位，
[01:04:13] 我们来看一下叫做。
[01:04:15] 第一个硬件设施的落地，
[01:04:18] 靠软服务的润滑。
[01:04:21] 硬件。
[01:04:23] 设施。
[01:04:25] 的落地。
[01:04:31] 靠。
[01:04:33] 软服务的润滑。
[01:04:39] OK，
[01:04:39] 一起把它搞定。
[01:04:41] 下面大家再来想一下，
[01:04:44] 那么软服务的提升。
[01:04:48] 软服务的提升。
[01:04:53] 得益于。
[01:04:58] 硬设施的投入。
[01:05:01] 这个你不一定跟我一样，
[01:05:03] 只要你写的合情合理就行了。
[01:05:06] 得以映射式的投入。
[01:05:09] 各位，
[01:05:09] 下面还有一个完美结合，
[01:05:12] 一定把它写进去啊，
[01:05:14] 叫做我们把结合稍微改换一下。
[01:05:17] 而二者结合。
[01:05:21] 方能。
[01:05:24] 产生。
[01:05:26] 乘数效应。
[01:05:29] 你看这节课给你准备的这个个性化的论证，
[01:05:32] 还有上节课准备的，
[01:05:33] 你可以把它背下来，
[01:05:35] 以后遇到这些都可以用的。
[01:05:37] 下面这句话，
[01:05:38] 它像一个尾巴一样，
[01:05:39] 我一定把它写下去，
[01:05:41] 这就需要。
[01:05:45] 这就需要。
[01:05:47] 政府。
[01:05:51] 推动。
[01:05:54] 叫做多元主体。
[01:05:59] 参与。
[01:06:01] 社会治理，
[01:06:02] 大家现在能够看清吗？
[01:06:04] 你一定要把它给我写成这个样子，
[01:06:07] 各位咱就把咱就多多好啊是吧，
[01:06:09] 咱就多好啊，
[01:06:11] 亲爱的同学们。
[01:06:12] 那么也就把它写下来了，
[01:06:13] 这就是一个要素论证，
[01:06:15] 这个大家可以作为一个模板式的背一下，
[01:06:18] 以后呢，
[01:06:18] 你考试的时候都可以用得上。
[01:06:20] 各位，
[01:06:20] 那我问一下大家，
[01:06:22] 如果说我们下面没有话了，
[01:06:24] 我们是不是要进行一个举例子了？
[01:06:27] 各位，
[01:06:27] 我们举例子，
[01:06:28] 大家看硬设施和软服务完美结合，
[01:06:32] 我们在材料当中，
[01:06:33] 刚才好像没有遇到一个完美结合的，
[01:06:36] 我们能不能找那些不完美结合的例子？
[01:06:40] 各位可以吗？
[01:06:41] 不完美结合的例子，
[01:06:43] 咱给大家来看一下，
[01:06:44] 不完美结合的例子，
[01:06:46] 刚才材料当中讲了这个十吨字，
[01:06:48] 你们觉得可不可以？
[01:06:50] 那么，
[01:06:50] 还有讲了这个石墩子可不可以？
[01:06:53] 这个石墩子它就是一个反面的例子，
[01:06:57] 我们举反面的例子依然是叫做主体。
[01:07:00] 再加上一个对策，
[01:07:02] 再加上一个影响，
[01:07:04] 好吧，
[01:07:04] 那大家来看一下我怎么想的？
[01:07:07] 首先主体是叫做地市。
[01:07:09] 下面那么它对策是什么呢？
[01:07:12] 在设置十吨子维护交通秩序时，
[01:07:15] 那么十吨子维护交通秩序，
[01:07:17] 用这句话改写。
[01:07:19] 在设置。
[01:07:23] 十吨字。
[01:07:27] 维护。
[01:07:30] 交通。
[01:07:34] 秩序。
[01:07:37] 10 OK，
[01:07:38] 那么大家看怎么样？
[01:07:40] 他明显是未考虑到群众的这种出行需求也没有啊，
[01:07:47] 让群众参与。
[01:07:49] 我们就直接把它改写成若能。
[01:07:53] 充分，
[01:07:54] 你不是要各方参与吗？
[01:07:57] 若能充分。
[01:07:59] 考虑。
[01:08:01] 群众。
[01:08:05] 出行。
[01:08:08] 需求。
[01:08:10] 那么还有呢？
[01:08:12] 加强。
[01:08:15] 与群众的沟通协商，
[01:08:17] 这也是一个正确的做法，
[01:08:19] 下面有什么影响呢？
[01:08:21] 就能够避免对于市民带来的不必要的冲击，
[01:08:25] 你看。
[01:08:26] 多简单啊，
[01:08:27] 各位，
[01:08:27] 大家看主体是地势对策，
[01:08:30] 是设置石墩子下面，
[01:08:32] 我们把他没做的对策写出来。
[01:08:36] 叫充分考虑，
[01:08:37] 再把他没写的对，
[01:08:38] 没做的应该做的对策写出来沟通协商，
[01:08:42] 再把它的影响写出来也就可以了。
[01:08:45] 听懂了吗？
[01:08:45] 各位，
[01:08:46] 这个简直就太简单了，
[01:08:48] 另外一个刚才题干当中给我们搞了一个叫做注重群众的体验呢，
[01:08:53] 我们来看一下，
[01:08:54] 还有一个。
[01:08:55] 大家看，
[01:08:56] 这是一个材料三，
[01:08:58] 这个材料三呢？
[01:08:59] 叫做什么呢？
[01:09:00] 大家来看一下这个材料三啊，
[01:09:03] 它无非也就是告诉我们要办各种年龄，
[01:09:07] 要办各种相院的这种证件。
[01:09:09] 然后呢？
[01:09:10] 无法受理，
[01:09:11] 然后呢？
[01:09:11] 还让我们呢去这个地方去那个地方，
[01:09:15] 还让我们自己乐，
[01:09:16] 还让我们不需要多次跑。
[01:09:18] 各位，
[01:09:19] 反正的话呢，
[01:09:20] 就是他讲了很多都是负面的案例，
[01:09:23] 同意吗？
[01:09:24] 这些负面的案例大家一起写，
[01:09:27] 依然是叫做主体。
[01:09:29] 再加上一个对策，
[01:09:30] 再加上一个影响，
[01:09:32] 把它进行一个改写主体是一个h市，
[01:09:35] 大家一起写。
[01:09:37] 那么对策呢？
[01:09:38] 大家看这些办证件啊，
[01:09:40] 然后呢？
[01:09:41] 注册啊，
[01:09:42] 这些都属于优化政务环境。
[01:09:45] 下面再优化。
[01:09:48] 政务。
[01:09:51] 环境。
[01:09:53] 的。
[01:09:56] 过程中你会发现他应该做什么事情，
[01:09:59] 他出现了这么多的问题，
[01:10:01] 就是他没有能够注重用户的实际体验。
[01:10:05] 若能。
[01:10:09] 注重。
[01:10:12] 群众。
[01:10:16] 的实际企业。
[01:10:21] OK，
[01:10:22] 那么接着怎么样？
[01:10:23] 你会发现他这些东西服务质量太差了，
[01:10:27] 你到这儿他就让你去卖到这儿，
[01:10:29] 他又让你去这儿，
[01:10:31] 就搞得你非常的崩溃，
[01:10:33] 所以服务质量差。
[01:10:35] 我们正确的做法应该是叫做提高。
[01:10:39] 服务。
[01:10:41] 质量，
[01:10:42] 这是我们要做的。
[01:10:45] 这是都是假设的，
[01:10:46] 它是反面的例子，
[01:10:47] 所以我们给它假设成正面的，
[01:10:50] 大家再来看一下，
[01:10:51] 在这里边还有什么？
[01:10:52] 在这里边的话呢，
[01:10:54] 我们再给大家来看一下，
[01:10:56] 做出整改的承诺，
[01:10:57] 然后呢，
[01:10:58] 还搞了这样的一个电视台，
[01:11:00] 然后呢，
[01:11:01] 这是第四个。
[01:11:02] 然后呢？
[01:11:03] 第三个的话呢？
[01:11:04] 叫做取号以后不想过号，
[01:11:06] 就一直守在现场，
[01:11:07] 就证明他那个取号机啊，
[01:11:09] 非常的落后，
[01:11:10] 人家在餐馆里边都取号机都比他这个好啊，
[01:11:14] 你这个取号机呢，
[01:11:15] 太差了。
[01:11:16] 所以这些东西取号机，
[01:11:18] 它是一个什么？
[01:11:20] 它是一个设施的便民性。
[01:11:22] 你要提高设施的。
[01:11:25] 叫做便民性。
[01:11:28] OK，
[01:11:29] 有影响对谁有影响就能够让群众办事更加便捷。
[01:11:36] 就能让。
[01:11:38] 群众办事更加便捷，
[01:11:40] 我就不写了，
[01:11:42] 大家看所有的灵感全部来源于材料，
[01:11:45] 你们来看一下，
[01:11:47] 这是一个主体，
[01:11:48] 这是一个对策。
[01:11:50] 这是一个假设的对策，
[01:11:52] 这是一个假设的对策，
[01:11:54] 这是一个对群众的影响。
[01:11:56] 现在看懂了吗？
[01:11:58] 各位，
[01:11:58] 我们在考试的时候，
[01:12:00] 它明明是两个反面的例子，
[01:12:03] 我们把它呢？
[01:12:04] 换成正面的例子去论证我们硬设施和软软服务相结合也就行了，
[01:12:12] 或者那么你直接写反面的例子也是没有问题的。
[01:12:17] 只要你说的合情合理好吧，
[01:12:19] 我这是因为它需要一个正面的例子，
[01:12:21] 但是我们在材料当中，
[01:12:23] 它是负负面的例子，
[01:12:24] 所以我就把这个反面的例子反面去写，
[01:12:27] 他没有做什么，
[01:12:28] 我就说他要做什么，
[01:12:29] 这样就能够。
[01:12:30] 论证我们的这样一个观点呢，
[01:12:32] 行不行？
[01:12:33] 那么这是我们给大家所说的非常重要的，
[01:12:36] 清晰的空气是易碎品，
[01:12:37] 就代表我们政府服务环境啊，
[01:12:40] 打造非常不容易，
[01:12:41] 如果你有这个做的不好，
[01:12:43] 那个做的不好。
[01:12:44] 就会让这个东西呢易碎好吗？
[01:12:47] 那么下面我们再带着大家一起写，
[01:12:50] 各位下面叫做参与各方相互成就。
[01:12:54] 下面我们要说我们的对策了。
[01:12:57] 各位，
[01:12:58] 那么我们的对策你一定要说三句话，
[01:13:01] 第一句话一定要有完美结合，
[01:13:03] 还是叫做一个首尾呼应，
[01:13:06] 这个就不用说了。
[01:13:07] 那么第二句话一定要把各方成就写在上面，
[01:13:11] 那么各方成就怎么写呢？
[01:13:13] 那么各方相互成就，
[01:13:15] 也就是加一些废话进去也就可以了。
[01:13:18] 听懂了吗？
[01:13:19] 那么这些东西如果大家不这样写呢？
[01:13:22] 你用上节课理论创新的那个叫做不断。
[01:13:26] 怎么样不断总结？
[01:13:28] 可不可以？
[01:13:29] 然后或者叫做加强调研代替，
[01:13:33] 可不可以？
[01:13:34] 那么，
[01:13:35] 或者叫做那么倾听民意，
[01:13:38] 可不可以那么或者叫做什么引进技术，
[01:13:43] 可不可以？
[01:13:45] 或者叫做。
[01:13:47] 还有什么啊，
[01:13:49] 叫做勇勇于创新，
[01:13:51] 可不可以？
[01:13:53] 哎呀，
[01:13:54] 简直太可以了，
[01:13:55] 明白了吗？
[01:13:56] 所以这些词大家都是随便写的，
[01:13:59] 只要你给把相互成就，
[01:14:01] 多元共治这样一个概念能给我写出来。
[01:14:05] 其实我就可以了好吧，
[01:14:07] 上节课给你准备的那个模板依然是可以用的，
[01:14:10] 这个题目它特殊就特殊，
[01:14:12] 在有这个小尾巴，
[01:14:13] 这是河南这个题目相对比较难的，
[01:14:16] 你把这个加进去，
[01:14:17] 这样我们就万无一失了。
[01:14:19] 你就争取考到一个80加了，
[01:14:21] 行不行？
[01:14:21] 亲爱的同学们，
[01:14:22] 好了，
[01:14:23] 我们这个大家可以过的话，
[01:14:25] 就给老师打个过，
[01:14:26] 依然是实现了一个首尾的呼应。
[01:14:29] 首尾的呼应好吧。
[01:14:31] 然后呢，
[01:14:31] 最后来一个结尾，
[01:14:32] 结尾也就简单了，
[01:14:34] 兄弟们，
[01:14:34] 那如果你现在实在不会，
[01:14:36] 你就可以写硬设施和软服务相结合，
[01:14:39] 既是立足新发展阶段的核心支撑，
[01:14:41] 又是构建新发展格局的内在要求，
[01:14:44] 更是统筹推进。
[01:14:45] 五位一体布局的根本保证了，
[01:14:48] 那么我们近些年高度重视呃，
[01:14:50] 硬设施和软服务结合的一个工作，
[01:14:53] 我们也呃成绩有目共睹，
[01:14:55] 然而也存在一定的问题，
[01:14:57] 我们。
[01:14:58] 可以看到，
[01:14:58] 地势在设置石墩子，
[01:15:00] 维护交通秩序时，
[01:15:02] 若能充分考虑到群众的出行的需求，
[01:15:05] 加强与群众的沟通协商，
[01:15:07] 就能避免啊，
[01:15:08] 就是给市民带来比不必要的困扰。
[01:15:12] h市呢，
[01:15:12] 在我们优化政务环境的过程当中啊，
[01:15:15] 如果能够注重群众的实际体验，
[01:15:18] 提高政务服务质量和设施的便民性，
[01:15:21] 就能够让群众办事更加便捷啊。
[01:15:24] 那么可见呢，
