[00:00:00] 痛苦痛苦的哀愁，
[00:51:00] 同学们啊。
[00:51:01] 好，
[00:51:01] 再带着大家往下过，
[00:51:03] 但是实际上来讲，
[00:51:05] 你用第一种你最担心的是不是就是怕和别人重复啊？
[00:51:10] 大家是不是就是担心这一个，
[00:51:13] 就是怕和别人重复啊，
[00:51:15] 是不是？
[00:51:15] 但是我给你准备了这么多的，
[00:51:18] 就是备用的素材足够用了吧？
[00:51:21] 另外。
[00:51:21] 你再把这些备用的素材选好了，
[00:51:24] 三组自己再用豆包，
[00:51:26] 弟弟还有deep seek弟弟帮你再形形成你自己个性化的。
[00:51:30] 请问大家下，
[00:51:31] 你还需不需要担心你完全不需要担心，
[00:51:34] 每年就是用我们这些素材拿到一论文考到高分的，
[00:51:39] 不计其数。
[00:51:40] 好吧，
[00:51:40] 你以为东哥的课是怎么卖出去的？
[00:51:42] 不都是通过口口相传卖出去的吗？
[00:51:45] 你们有有没有人是其他人给你们推荐，
[00:51:48] 你们才来买我的课的，
[00:51:49] 就打个一实事求是啊。
[00:51:51] 实事求是真的啊，
[00:51:52] 所以说你就慢慢的来也就行了，
[00:51:55] 你看现在还有一些同学连个脸都不要了，
[00:51:58] 只不过我说有没有其其他同学推荐的，
[00:52:01] 就打个一他的。
[00:52:02] 明明不是其他同学推荐的，
[00:52:04] 就是在抖音上我卖课的时候顺便看了买了，
[00:52:07] 然后呢打了个二，
[00:52:08] 你说你你这情商在电视剧里面，
[00:52:10] 你要活到第几集啊？
[00:52:12] 你看还有男朋友推荐的，
[00:52:13] 还有女朋友推荐的，
[00:52:14] 真牛啊，
[00:52:15] 你的男朋友女朋友都是真爱，
[00:52:17] 一般人我的学生都不舍得把我给推荐给别人的，
[00:52:20] 只有上岸了之后才舍得把我推荐给别人。
[00:52:23] 他们从来没有遇到研发这么好的，
[00:52:25] 是大总们的老师，
[00:52:26] 一看我靠，
[00:52:27] 这个我宿舍的同学要学好了，
[00:52:29] 那还了不得啊，
[00:52:30] 都给大家推荐其他老师，
[00:52:32] 你知道吗？
[00:52:32] 为什么？
[00:52:33] 因为推荐给其他老师，
[00:52:34] 他学半天，
[00:52:35] 他听不明白啊。
[00:52:36] 谁像东哥这样，
[00:52:37] 每一节课就能够学会了很难的兄弟们。
[00:52:40] 现在学生给大家推荐的都是推荐好的老师，
[00:52:44] 到网上就逮着东哥往死里边开，
[00:52:46] 袁老师不好，
[00:52:47] 袁老师不好，
[00:52:48] 是不是？
[00:52:48] 好，
[00:52:48] 再接着往下走。
[00:52:50] 这个个性化的背景，
[00:52:52] 如果大家想填的话，
[00:52:54] 因为这是民生，
[00:52:55] 随便用哪一句也都是可以的好吧好，
[00:52:58] 那么。
[00:52:59] 另外，
[00:52:59] 大家要怕重复的话，
[00:53:01] 各位东哥又给大家准备了民生领域的足够多的，
[00:53:05] 大家觉得行吗？
[00:53:06] 办好民生小事，
[00:53:07] 稳住了千万家的生计，
[00:53:09] 提振了劳动者的信心，
[00:53:11] 夯实了经济的发展。
[00:53:13] 办好民生小事，
[00:53:14] 温暖了长者的晚年阳光啊！
[00:53:16] 时光减轻了家庭的照护压力，
[00:53:18] 彰显了社会的文明程度。
[00:53:20] 请问大家下行不？
[00:53:22] 办好民生小事啊，
[00:53:23] 就是为困难群体撑起了保障伞，
[00:53:26] 为普通民众支起了安全网，
[00:53:28] 为社会发展守住了民生线啊。
[00:53:30] 办好形生民生小事，
[00:53:31] 点好了孩子的成长梦想。
[00:53:33] 然后呢，
[00:53:34] 彰显了社会的公平程度，
[00:53:36] 然后呢，
[00:53:36] 就是关系到共同富裕的进程，
[00:53:39] 办好民生小事，
[00:53:40] 然后呢，
[00:53:40] 藏在窗口办事的耐心里，
[00:53:42] 显在政策落实的效率里，
[00:53:44] 落在群众。
[00:53:45] 满意的肖总理行不？
[00:53:46] 各位，
[00:53:47] 我给大家说一下，
[00:53:49] 真的，
[00:53:49] 如果你真的肚子里边就没有货的话。
[00:53:53] 咱们就稍微的背几组，
[00:53:54] 这样的话呢，
[00:53:55] 也能照样拿到一论文，
[00:53:57] 你们同不同意东哥的这个观点和判断，
[00:54:01] 绝大多数同学没有在政府体系工作的。
[00:54:04] 你如果想真真正正，
[00:54:06] 扎扎实实的从肚子里边。
[00:54:09] 就是底蕴积累提升的话，
[00:54:12] 我觉得基本上是不现实的，
[00:54:14] 你们同意东哥的观点，
[00:54:16] 给老师敲个一。
[00:54:18] 这个时候其实你就只要能够学会总结规律，
[00:54:23] 然后又在这个规律的基础上针对性的准备好素材。
[00:54:28] 考试的时候假如说办好民生小事，
[00:54:32] 你就直接把这句话写上去了就可以了。
[00:54:36] 这就是现象，
[00:54:37] 大家现在能够听懂了吗？
[00:54:39] 哎，
[00:54:39] 他到时候他没有办法钻到你肚子里面去看你，
[00:54:44] 他只能看你吐出来的这个东西，
[00:54:47] 一看，
[00:54:47] 哇塞。
[00:54:48] 厉害就是你了就可以了好吗？
[00:54:50] 同学们好了，
[00:54:51] 大家可以过的话就给老师打个过，
[00:54:54] 我一直在给大家加素材啊，
[00:54:56] 我就是为了防止。
[00:54:57] 这些素材并不需要大家都背，
[00:54:59] 我只是。
[00:55:00] 需要大家捡着自己喜欢的背，
[00:55:02] 那么三到五组就可以了，
[00:55:04] 从现在到考试还有那么久的时间，
[00:55:07] 我就不相信你背不了吗？
[00:55:09] 好吧好了，
[00:55:10] 大家觉得可以过的话就给老师打个过。
[00:55:13] 这个名言警句也就不说了，
[00:55:15] 写完了这个之后，
[00:55:17] 我们就带着大家开始写我们的整个的文章了啊。
[00:55:24] 好了，
[00:55:25] 这个分论点。
[00:55:27] 大家觉得没问题吧，
[00:55:28] 我们这个分论点过了之后就开始给大家写文章了，
[00:55:33] 写文章之前有的同学就是在。
[00:55:35] 私信里面今天就问我，
[00:55:37] 他说老师还要不要看看前面的材料，
[00:55:40] 大家觉得需要吗？
[00:55:41] 各位，
[00:55:41] 这个我们很明显的从这个资产段当中就已经能够找出三个分类点了。
[00:55:47] 其实是不需要的，
[00:55:48] 但是如果你不放心的话，
[00:55:50] 你可以看一下前面三则材料的这个小题干。
[00:55:54] 你看这个题干的时候，
[00:55:56] 你脑子当中一定要有一根弦，
[00:55:59] 这根弦是什么弦？
[00:56:00] 这根弦就是你的总论点，
[00:56:03] 你的总论点就是办好。
[00:56:05] 民生。
[00:56:06] 小事好，
[00:56:07] 我现在问大家一下，
[00:56:09] 这个被包银行和民生小事有没有直接关联？
[00:56:14] 大家认真的琢磨一下，
[00:56:16] 你会发现没有直接的关联，
[00:56:18] 他是说的乡村的事情好，
[00:56:20] 大家看庭院经济和民生小事有没有直接关联，
[00:56:23] 没有直接关联，
[00:56:25] 当然有的同学说老师我就使劲绕，
[00:56:27] 使劲绕。
[00:56:28] 我也能够那你那种绕的就不算了好吧，
[00:56:31] 大家看就业经验，
[00:56:33] 我问大家一下和民生小事有没有关联，
[00:56:36] 这个就业经验。
[00:56:38] 还算是多少有点直接关联，
[00:56:40] 但是它没有我们刚才的直接，
[00:56:43] 所以我们优先还是用我们材料。
[00:56:46] 刚才那个材料当中的去做也就可以了，
[00:56:49] 好了，
[00:56:50] 现在我要带着大家写一下我们的分论点。
[00:56:53] 大家拿到这个分论点的时候，
[00:56:55] 脑袋有没有一点空白白的感觉？
[00:56:58] 哪位同学可以告诉我，
[00:56:59] 拿到这个分论点，
[00:57:00] 如果你脑袋空白了，
[00:57:02] 你一定要记住了。
[00:57:03] 东哥站在你身后，
[00:57:04] 像个大哥哥一样说。
[00:57:05] 第一步，
[00:57:06] 写什么名言警句。
[00:57:08] 第二步，
[00:57:09] 写什么。
[00:57:09] 第二步，
[00:57:10] 写影响。
[00:57:11] 第三步写什么。
[00:57:12] 第三步，
[00:57:13] 写。
[00:57:13] 写对策或者是例子，
[00:57:16] 第四步写什么？
[00:57:17] 第四步写总论点，
[00:57:19] 这是我们上节课教给大家的。
[00:57:22] 好了，
[00:57:22] 我现在问大家一下，
[00:57:24] 办好民生小事，
[00:57:26] 专门针对一老一幼的，
[00:57:28] 有没有能同学能够给老师想出一个名言警句？
[00:57:32] 哪位同学可以告诉我这一句话，
[00:57:34] 你们在小学初中的时候都学过，
[00:57:37] 但是你如果没有东哥这种思想的话，
[00:57:40] 你想不起来，
[00:57:41] 你要写名言警句，
[00:57:43] 一定要是写的和老人小孩。
[00:57:45] 有关的名言警句啊，
[00:57:46] 你民生无小事，
[00:57:47] 职业总关情当然是可以的，
[00:57:50] 还有什么老吾老以及人之老，
[00:57:52] 幼吾幼以及人之幼，
[00:57:53] 大家觉得可以吗？
[00:57:55] 好，
[00:57:55] 大家来看一下老吾老以及人之老，
[00:57:58] 幼吾幼以及人之幼，
[00:58:00] 这个大家都学会了好，
[00:58:01] 那么我问大家一下。
[00:58:03] 就是我们写完了这句名言警句之后呢，
[00:58:07] 我们就想给大家写一个影响。
[00:58:10] 这一个影响，
[00:58:11] 如果我们不会写的话，
[00:58:13] 请问大家下，
[00:58:14] 我们在考试的时候可以用一个什么样的思维，
[00:58:19] 也就是一老一幼，
[00:58:20] 它有一个影响。
[00:58:21] 一老一幼你要写影响，
[00:58:24] 一定要写这个词，
[00:58:26] 对谁有影响，
[00:58:27] 各位对谁有影响，
[00:58:29] 他用的思维。
[00:58:30] 叫四个字主体。
[00:58:33] 分析好了，
[00:58:34] 我们就说老吾老以及人之老，
[00:58:37] 幼吾幼以及人之幼，
[00:58:38] 或者一老一幼，
[00:58:40] 我们把它聚焦好了，
[00:58:42] 关注好了。
[00:58:43] 对什么有影响？
[00:58:44] 第一个我问大家一下，
[00:58:46] 你既然用了一个名言古句，
[00:58:49] 对古人有没有影响？
[00:58:51] 这个是不是对于古人来说是古人的道德追求啊的体现啊？
[00:58:58] 道德追求。
[00:59:00] 好了，
[00:59:00] 能够想到一个词也就行了。
[00:59:03] 各位，
[00:59:03] 我问大家一下，
[00:59:05] 这句话对于我们现在的全社会。
[00:59:08] 有什么影响？
[00:59:09] 对于我们全社会的话，
[00:59:11] 是不是也体现了我们全社会的共同心愿啊？
[00:59:16] 就像现在广西那边有一些啊，
[00:59:19] 洪水，
[00:59:19] 我们是不是共同的心愿都是希望广西能够平安度过第三个。
[00:59:25] 请问大家下这件事情还对谁有影响？
[00:59:28] 先把主体给老师讲出来，
[00:59:30] 就是老无老以及人老吾老以及人之老幼吾幼以及人之幼。
[00:59:35] 对于我们古人有影响，
[00:59:37] 对全社会有影响，
[00:59:39] 对于整个的城市有没有影响，
[00:59:42] 对于整个城市，
[00:59:43] 我们觉得也有影响。
[00:59:45] 你把老人和小孩都照顾好了，
[00:59:47] 对于城市有什么影响？
[00:59:49] 对于我们城市可以有利于促进我们城市的发展，
[00:59:53] 或者有利于提高我们城市的治理水平，
[00:59:56] 都是可以的吧？
[00:59:58] 好，
[00:59:58] 那我就给大家写下来了，
[01:00:00] 大家看。
[01:00:01] 就是这不仅对于古人有影响，
[01:00:04] 对于全社会有影响，
[01:00:06] 对于城市有影响，
[01:00:07] 对于古人对于是他们的道德，
[01:00:10] 对于全社会是我们的心愿。
[01:00:12] 对于城市能够发展，
[01:00:14] 然后把它造成句子也就可以了，
[01:00:16] 大家觉得这一段可以过的话，
[01:00:18] 就给老师打个过。
[01:00:19] 可以过的话就给老师打个过，
[01:00:22] 那这是一个个性化的影响，
[01:00:25] 同学们，
[01:00:25] 如果我写这个个性化的影响，
[01:00:28] 我不会写的话。
[01:00:29] 请问大家下可否用我给大家准备的比较万能的民生领域的影响去代替呢？
[01:00:38] 大家觉得可以吗？
[01:00:40] 可以吗？
[01:00:40] 各位？
[01:00:41] 假如说你实在不会的话，
[01:00:43] 你背了三到五组就是聚焦一老一幼，
[01:00:46] 它的影响可不可以用我给大家准备的万能的影响？
[01:00:51] 去代替呢，
[01:00:52] 聚焦医老医幼是增进民生幸福质感的长远之策，
[01:00:56] 是破解基层治理难题的有效举措，
[01:00:59] 是凝聚社会共建合力的重要年代。
[01:01:01] 聚焦医老医幼。
[01:01:03] 既是改善民生福祉的核心要义，
[01:01:05] 也是提升群众生活质量的关键之举。
[01:01:08] 这个之写错了哈，
[01:01:09] 还是彰显社会公平正义的根本遵循。
[01:01:12] 请问大家下可以不？
[01:01:13] 这些我都是一个字，
[01:01:15] 一个字给你敲出来的，
[01:01:16] 我真的是希望你就看在我那么辛苦的份上，
[01:01:20] 你看错别字我都敲错了，
[01:01:21] 我对不起你们。
[01:01:22] 但是你们把它背一背行吗？
[01:01:24] 行的话就给老师打个心，
[01:01:26] 求求大家了，
[01:01:27] 求求你们了好吗？
[01:01:28] 到最后考试的时候如果压不住，
[01:01:31] 你就直接来干我。
[01:01:32] 但是如果我给你写的那么好，
[01:01:34] 真的，
[01:01:35] 你如果没背的话，
[01:01:36] 你又自己写不掉，
[01:01:37] 那么好，
[01:01:38] 我就很痛苦了，
[01:01:39] 好吧好，
[01:01:39] 那我问大家一下。
[01:01:41] 写完了这个影响之后，
[01:01:43] 我下面没有话说了，
[01:01:45] 你觉得应该怎么办？
[01:01:47] 各位同学，
[01:01:48] 我可以举例子吧，
[01:01:49] 举例子可以举什么例子？
[01:01:52] 哪位同学可以告诉我举例子核心用什么样的方式把材料进行一个？
[01:01:58] 重新的组装对我来讲的话，
[01:02:01] 我觉得就是主体加上对策，
[01:02:04] 再加上一个影响，
[01:02:06] 大家觉得可以吗？
[01:02:07] 好，
[01:02:08] 大家来看一下，
[01:02:09] 这个主体是指谁？
[01:02:11] 大家看在材料当中，
[01:02:13] 这个就是专门针对一老一幼的。
[01:02:17] 这个是专门针对一老一幼的老，
[01:02:20] 还是幼是不是指的是一个老啊？
[01:02:22] 请问它的主体，
[01:02:24] 它的对策。
[01:02:25] 还有它的影响，
[01:02:26] 我们应该怎么把它完形填空申论就是一场久违的完形填空，
[01:02:30] 这个主体是指谁？
[01:02:31] 哪位同学直接给老师敲出来？
[01:02:34] 这个主体是不是指的c市啊？
[01:02:37] 对策的话，
[01:02:38] 我会发现这里边c市干了几件事情。
[01:02:42] c是在这一段只干了一件事情，
[01:02:45] 这一件事情你会发现能不能找到材料当中的最重要的关键词。
[01:02:52] 我就随便找，
[01:02:53] 我找的时候我就尽量的逻辑混乱都没有问题，
[01:02:57] 因为对策先说这个后说那个是没有影响的，
[01:03:00] 我就把这个直接写下来。
[01:03:02] 但是我直接写这个，
[01:03:04] 我怕别人说我抄材料，
[01:03:05] 请问我怎么改写？
[01:03:07] 可以把开展改写成什么？
[01:03:09] 大家一起写。
[01:03:10] 叫七+1个形容词，
[01:03:13] 积极把开展写成推进。
[01:03:16] 养老。
[01:03:19] 还有一个护牢。
[01:03:22] 设施。
[01:03:26] 智能化工作。
[01:03:29] 智能化。
[01:03:32] 工作好了，
[01:03:33] 还有什么哎，
[01:03:34] 建设老年人助餐点，
[01:03:36] 我就和你这个，
[01:03:37] 我就直接接这个就行了，
[01:03:39] 这个有点重复，
[01:03:41] 我就不用了，
[01:03:42] 大家一起写。
[01:03:43] 建设。
[01:03:46] 这个中间是一个对号啊，
[01:03:48] 建设。
[01:03:49] 老年人。
[01:03:52] 助餐。
[01:03:54] 点大家一起把它写下来，
[01:03:57] 建设老年人住餐点，
[01:03:58] 还有干了一个社区养老服务综合体。
[01:04:02] 社区养老服务综合体还有一个是就是老年认知友好社区，
[01:04:08] 这是几个例子，
[01:04:09] 我可以直接抄。
[01:04:11] 好了，
[01:04:11] 完了之后请问大家下它最终产生了一个影响，
[01:04:15] 这个影响有没有同学告诉我？
[01:04:18] 我我不想再摘抄了，
[01:04:20] 我不想再摘抄了，
[01:04:21] 我就想写一个个性化的影响，
[01:04:24] 你觉得c市干的这件事情对谁有个性化的影响？
[01:04:28] 是不是对于老人有个性化的影响？
[01:04:31] 对于老人有什么影响？
[01:04:33] 大家一起写让老人。
[01:04:35] 生活。
[01:04:37] 更加。
[01:04:38] 安心大家觉得可以不？
[01:04:41] 你看这样不就把它搞定了吗？
[01:04:43] 好了，
[01:04:44] 这是c市针对老人干的对策。
[01:04:47] 例子我们再来看一下，
[01:04:48] 这个c市还针对小孩干的例子，
[01:04:51] 我们应该怎么办？
[01:04:52] 大家一起写这个叫主体。
[01:04:54] 这个叫对策，
[01:04:56] 这个叫影响。
[01:04:57] 这个主体大家看还是在说c市。
[01:05:02] 好了，
[01:05:02] 我问大家下这个里面对策是指什么？
[01:05:06] 有没有同学能够告诉我布局了社区托育中心，
[01:05:10] 我们就直接一起写。
[01:05:12] 布局。
[01:05:15] 社区。
[01:05:17] 智慧托育中心。
[01:05:20] 托育中心一起把它写下来好了，
[01:05:23] 还有什么还有一个叫。
[01:05:25] 初步建成。
[01:05:27] 哎，
[01:05:27] 我想把这句话直接摘抄，
[01:05:29] 但是如果我留了一个心眼，
[01:05:31] 防止你们跟我一样骂我怎么办？
[01:05:34] 所以我就把它稍微组合一下，
[01:05:36] 我就把这个。
[01:05:37] 就是直接保留这句话也是可以的，
[01:05:40] 所以大家一起写初步。
[01:05:42] 建成。
[01:05:45] 15分钟托育朋托育服务圈好了，
[01:05:49] 最后他有一个影响，
[01:05:52] 请问这句话。
[01:05:53] 能不能作为一个影响，
[01:05:55] 你会发现完全可以吧，
[01:05:57] 但是我不想说，
[01:05:58] 你说我在抄材料，
[01:05:59] 我不想让你说我在抄材料，
[01:06:01] 我需要把它改写一下，
[01:06:03] 大家觉得应该怎么改写比较好？
[01:06:05] 啊，
[01:06:05] 就是入托难入托贵的问题，
[01:06:08] 我们前面能不能加一个动词，
[01:06:11] 我就直接加一+1个。
[01:06:14] 解决。
[01:06:16] 入托难。
[01:06:16] 入托贵问题，
[01:06:18] 大家觉得行吧，
[01:06:19] 解决把问题进行反推，
[01:06:22] 不就能够实现我们的。
[01:06:24] 一个影响了嘛，
[01:06:25] 解决入托难入托贵问题好了，
[01:06:28] 大家看这个时候就很简单了，
[01:06:31] 大家看，
[01:06:31] 因为它是两个例子。
[01:06:33] 所以呢，
[01:06:34] 我把它两个例子合在一起了，
[01:06:37] 从这个地方，
[01:06:38] 然后到这个地方，
[01:06:40] 然后呢c是干了老年人的例子。
[01:06:43] c市干了小孩的例子c市的老年人有对策，
[01:06:49] 有对策，
[01:06:50] 有对策，
[01:06:51] 有对策。
[01:06:52] 还有一个所谓的影响，
[01:06:55] 然后呢c式的小孩呢，
[01:06:57] 有对策有影响。
[01:06:59] 还有一个影响，
[01:07:01] 大家觉得我这样处理可以不？
[01:07:03] 可以的话给老师打个一各位哎，
[01:07:06] 你会发现就是如此简单，
[01:07:08] 根本它就没有什么难的。
[01:07:10] 这个时候我们就把它搞定了，
[01:07:13] 好了，
[01:07:13] 那有的同学呢，
[01:07:14] 说老师说我呢，
[01:07:16] 觉得可以了，
[01:07:17] 但是我觉得就说我不会回扣总论点。
[01:07:20] 昨天晚上有个同学跟我讲，
[01:07:22] 是不是每一个申论的大词文的写作都要首尾呼应，
[01:07:26] 我现在问大家一下。
[01:07:27] 是不是都要首尾呼应？
[01:07:29] 一定记住了，
[01:07:30] 不是都要首尾呼应，
[01:07:32] 但是不要首尾呼应的话，
[01:07:34] 你最后这一段的结尾千万不要用例子做结尾，
[01:07:38] 这样显得不庄重。
[01:07:39] 类似之后可以把那个对策的规范的表述写一下也就可以了，
[01:07:45] 这个规范的表述我请问大家一下，
[01:07:48] 我这个时候今天。
[01:07:50] 教大家一种非常特殊的方式，
[01:07:53] 大家一起写，
[01:07:54] 叫主体分析法，
[01:07:55] 大家一起写，
[01:07:57] 叫主体分析。
[01:07:58] 我问大家一下，
[01:08:00] 你们觉得如果我们聚焦一老一幼的话，
[01:08:04] 用主体分析的话，
[01:08:05] 可能是谁？
[01:08:06] 去做这些事。
[01:08:09] 谁能够聚焦一老一幼？
[01:08:11] 谁可以在聚焦一老一幼上去做出相应的努力？
[01:08:17] 能不能给老师想几个主体？
[01:08:20] 你首先你是公务员，
[01:08:22] 最重要的，
[01:08:23] 我问大家下政府能不能聚焦一老一幼，
[01:08:26] 然后第二个我问大家下。
[01:08:29] 就是社会各界能不能聚焦一老一幼？
[01:08:34] 社会各界当中，
[01:08:35] 比如说刚才那个适老化改造，
[01:08:38] 是不是就是在说企业？
[01:08:40] 那么，
[01:08:40] 第三个一老一幼还有谁？
[01:08:43] 哪位同学可以告诉我是不是还有基本的？
[01:08:47] 家庭啊，
[01:08:48] 大家能够同意吗？
[01:08:49] 就是我们要想把老人的问题和孩子的问题解决掉，
[01:08:53] 最好就是政府能做一些事情。
[01:08:56] 企业能做一些事情，
[01:08:57] 家庭能做一些事情，
[01:08:59] 各位一共这一个分论点的论证，
[01:09:02] 也就是200字，
[01:09:03] 你前面啪啪啪这三个就已经写了150字了。
[01:09:07] 你有三个主体，
[01:09:08] 各位，
[01:09:09] 你怎么凑也能凑出50个字啊？
[01:09:11] 就是政府写15个字写不出来吗？
[01:09:14] 社会各界15个字，
[01:09:15] 家庭15个字写不出来吗？
[01:09:18] 都能写得出来好吧，
[01:09:19] 而且你就是让你写成1200，
[01:09:21] 然后呢，
[01:09:22] 你需要写300个字，
[01:09:24] 也把它写出来了好。
[01:09:25] 好了，
[01:09:26] 我给大家写了三个，
[01:09:28] 就是对策，
[01:09:29] 大家来看一下，
[01:09:31] 从这个地方。
[01:09:32] 到这个地方，
[01:09:34] 也就是实现老有所养，
[01:09:36] 幼有所幼，
[01:09:37] 需要政府，
[01:09:38] 社会，
[01:09:38] 家庭协同发力。
[01:09:40] 这个对策，
[01:09:41] 我就写政府要怎么干？
[01:09:43] 我问大家一下，
[01:09:44] 一关注一老一幼，
[01:09:46] 政府能干的事情，
[01:09:47] 大家给老师想几个关键词，
[01:09:49] 你觉得政府主要干的事情是什么？
[01:09:52] 政府最重要的干的事情是什么？
[01:09:54] 比如说给你一个政策，
[01:09:56] 大家觉得行不行？
[01:09:57] 政府还能干的事情，
[01:09:59] 大家告诉我，
[01:10:00] 你就想关键词，
[01:10:01] 然后造句就行了。
[01:10:02] 政府是不是可以给一些资金呀？
[01:10:05] 你看只要我有这两句，
[01:10:06] 我就完全可以把它写出来，
[01:10:09] 加几句废话，
[01:10:10] 政府要发挥主导作用。
[01:10:11] 制定完善相关政策法规，
[01:10:13] 加大财经投入。
[01:10:14] 那么，
[01:10:15] 下面为伊朗医药事业发展提供坚实保障不就可以了吗？
[01:10:19] 好了，
[01:10:20] 这是政府一般可以做的事情，
[01:10:22] 我问大家一下企业，
[01:10:24] 也就是像出新公考这种公司能干什么事，
[01:10:27] 大家可以告诉我吗？
[01:10:29] 你觉得企业刚才给你爸你家里面的老人的设备给你进行了适老化的改造，
[01:10:36] 企业不就是。
[01:10:37] 提供产品吗？
[01:10:38] 企业不就是提供服务吗？
[01:10:40] 这个不就简单了吗？
[01:10:42] 那么适老化改造不就是产品吗？
[01:10:45] 还有服务吗？
[01:10:46] 所以。
[01:10:46] 企业要积极参与，
[01:10:48] 那么开发适老化，
[01:10:50] 还有适儿化产品服务，
[01:10:52] 然后呢，
[01:10:52] 这就是一个企业。
[01:10:54] 我问大家一下，
[01:10:55] 你们有没有同学参加过那种慈善组织的，
[01:10:59] 这些慈善组织去敬老院里面去为那些老年人服务的。
[01:11:04] 还有去一些灾区，
[01:11:05] 还有去一些这种小学，
[01:11:07] 为他们做一些活动的有吧，
[01:11:10] 所以我们还有一个。
[01:11:12] 社会组织吧，
[01:11:13] 社会组织那也可以是，
[01:11:15] 比如说慈善机构啊，
[01:11:17] 还有一些爱心机构啊，
[01:11:19] 这些东西开展关爱活动。
[01:11:21] 哎，
[01:11:22] 营造。
[01:11:22] 良好氛围，
[01:11:23] 你只要能够想到一个关爱活动，
[01:11:26] 这一个对策随便怎么写就出来了，
[01:11:29] 我问大家一下，
[01:11:31] 你作为一个家庭，
[01:11:32] 你觉得对于老人和孩子。
[01:11:34] 应该怎么办？
[01:11:35] 哪位同学可以告诉我，
[01:11:37] 作为一个家庭，
[01:11:38] 对于老人孩子，
[01:11:40] 我们能做什么事？
[01:11:41] 各位大家认真想一下，
[01:11:43] 作为。
[01:11:43] 作为这个呃家庭，
[01:11:45] 哎，
[01:11:46] 能够对老人做什么事，
[01:11:48] 你会发现作为家庭，
[01:11:50] 哎呀你你。
[01:11:52] 你要不要尊老？
[01:11:53] 啊，
[01:11:53] 你要不要就是爱幼，
[01:11:55] 你会发现当然是这个样子，
[01:11:58] 我给大家说一下，
[01:12:00] 我又觉得哈，
[01:12:01] 有的时候真的也很悲伤。
[01:12:04] 你知道吗？
[01:12:05] 我我有一天我走在我们那个县城的小区里面，
[01:12:08] 我发现那些半地下室地下室。
[01:12:11] 还有呢，
[01:12:11] 有的小区呢，
[01:12:12] 它没有那种电梯房，
[01:12:14] 就是一楼呢，
[01:12:15] 就是所谓的地下室，
[01:12:16] 你知道这些地方除了放车。
[01:12:18] 还主要放什么？
[01:12:20] 哪位同学可以告诉我，
[01:12:22] 除了放车，
[01:12:22] 还主要放什么？
[01:12:24] 还很多都是老人住，
[01:12:25] 请问大家你们那边是不是这种情况？
[01:12:28] 各位，
[01:12:29] 反正我看了之后，
[01:12:31] 哎呦，
[01:12:31] 我有一个表哥，
[01:12:33] 我表哥他奶奶。
[01:12:34] 我表哥他奶奶都95岁了，
[01:12:37] 然后呢？
[01:12:37] 我那天去我表哥家，
[01:12:39] 然后下楼的时候。
[01:12:41] 他我表哥他加上他爸爸啊，
[01:12:43] 他奶奶一共五个儿子，
[01:12:45] 没有一个人养他的，
[01:12:47] 后来呢，
[01:12:48] 他奶奶呢，
[01:12:49] 就只能赖在我表哥家的车库里边了。
[01:12:52] 各位，
[01:12:52] 我看见我表哥他奶奶就是用着那种眼神啊，
[01:12:56] 他非常瘦，
[01:12:57] 你知道吧，
[01:12:58] 人一老了就特别瘦，
[01:13:00] 用着那种眼神就看着我。
[01:13:02] 就跟个乞丐一样，
[01:13:03] 你知道吗？
[01:13:04] 我哎呀，
[01:13:04] 我当时走了好久，
[01:13:06] 我当时身上也没带钱，
[01:13:07] 他又没有微信，
[01:13:08] 我走了好久，
[01:13:09] 你知道吗？
[01:13:10] 我都忘不了他那个眼神，
[01:13:12] 我觉得他那个眼神一直在我脑海里面刺痛我，
[01:13:15] 后来的话呢，
[01:13:16] 我就专门过去取了一万块钱，
[01:13:18] 又给他送去了。
[01:13:19] 他原来都糊涂了，
[01:13:20] 你知道吗？
[01:13:21] 我给他一万块钱的时候，
[01:13:23] 我觉得他立马都清醒了，
[01:13:25] 兄弟们真的是这个样子的哈。
[01:13:27] 然后呢，
[01:13:28] 他就跟我说了一声什么重孙子啊，
[01:13:31] 然后他把我当成我表哥了是吧？
[01:13:33] 李浩啊，
[01:13:34] 我表哥叫李浩，
[01:13:35] 他说重孙子浩浩啊。
[01:13:37] 你真好啊，
[01:13:38] 你比我二好啊，
[01:13:39] 你比我二好啊，
[01:13:41] 我二我二没有一个像你这样对我的。
[01:13:44] 还是我冲塞子好啊，
[01:13:46] 塞子好啊，
[01:13:46] 哎呀我的妈呀，
[01:13:48] 他他他你看就是这样一个情况是吧，
[01:13:51] 老人呀。
[01:13:51] 你真正的是传承尊老爱幼的传统美德，
[01:13:55] 其实也不容易啊，
[01:13:56] 好了，
[01:13:57] 那么这个也就可以过了。
[01:13:59] 请问大家下这个对策写完了之后，
[01:14:02] 我问大家下，
[01:14:03] 如果那你还想来一个首尾呼应可以不？
[01:14:06] 如果对策写完了之后，
[01:14:08] 你还想来一个首尾呼应，
[01:14:10] 可以不依然是可以的，
[01:14:12] 怎么来一个首尾呼应？
[01:14:14] 大家看从这儿。
[01:14:15] 到这儿那么我们来说啊，
[01:14:17] 从这儿到这儿就是首尾呼应，
[01:14:20] 首尾呼应主要有什么招数？
[01:14:22] 哪位同学可以告诉我？
[01:14:24] 不会写了，
[01:14:25] 记住东哥说的，
