[00:00:00] 给大家放首歌。
[00:53:29] 我讲课肯定会给你讲到的，
[00:53:31] 大家看。
[00:53:32] 解释的时候，
[00:53:33] 这个连接带它就是代表共保连治，
[00:53:36] 这个连接带就是代表跨域治理，
[00:53:39] 我再问大家一下，
[00:53:41] 大家知不知道这两个词是在哪里出现的？
[00:53:45] 有没有同学知道这两个词是在哪里出现的？
[00:53:48] 是不是就是在刚才我们第二第三个自然段还是第二个自然段出现的？
[00:53:54] 我还是给大家发一下吧，
[00:53:55] 因为很多同学呢，
[00:53:56] 他这个可能没有来得及读材料。
[00:53:58] 大家来看一下，
[00:54:00] 是不是就是在这个地方出现的，
[00:54:02] 这个本质上它就是一个总的段落，
[00:54:05] 就是一个共保联制，
[00:54:07] 就是一个跨越治理。
[00:54:09] 所以呢，
[00:54:09] 我们就把它写在这了。
[00:54:11] 我们就把它写在这了，
[00:54:13] 共保联制，
[00:54:14] 跨越治理，
[00:54:15] 大家一起把它写下来，
[00:54:17] 那么共保联制，
[00:54:18] 跨越治理，
[00:54:19] 一起把它写下来。
[00:54:21] 那么，
[00:54:22] 这个是一个名词和解释，
[00:54:24] 共保廉治，
[00:54:25] 跨越治理。
[00:54:26] 那么，
[00:54:26] 第二步写完了之后，
[00:54:28] 大家给老师写一个影响。
[00:54:30] 各位，
[00:54:30] 这个影响主要要写谁哪个词的影响？
[00:54:34] 同学们告诉我要写哪个词？
[00:54:37] 是不是要写共保联制的影响啊？
[00:54:40] 各位共保联制哎，
[00:54:42] 我不会写影响，
[00:54:43] 我要想到袁东老师应该给我准备了共保联制，
[00:54:47] 属于我给大家准备的哪个方面的影响，
[00:54:51] 你们还记得吗？
[00:54:52] 共保联制属于我给大家准备的哪个方面的影响，
[00:54:56] 大家还记不记得？
[00:54:58] 是不是就是我给大家？
[00:55:00] 准备的哪个方面的影响？
[00:55:02] 有的同学说民生，
[00:55:04] 各位你看整体来讲，
[00:55:06] 它是在说一个河流是吧？
[00:55:08] 河流它后来呢？
[00:55:10] 这个河流那么？
[00:55:11] 地野绿呢，
[00:55:12] 生态也好了，
[00:55:13] 它属于属于生态环境方面的，
[00:55:15] 它是属于生态治理层面上的，
[00:55:18] 所以我就看看。
[00:55:19] 袁东老师，
[00:55:20] 有没有给我准备呢？
[00:55:22] 你会发现这个地方有一个环境，
[00:55:24] 这个环境我就随便选几个词吧。
[00:55:27] 各位，
[00:55:27] 你选择哪一个词啊？
[00:55:29] 哎呀，
[00:55:29] 我就随便选选几个，
[00:55:31] 我觉得也可以的，
[00:55:32] 这个大家觉得可以不？
[00:55:34] 没有问题吧？
[00:55:35] 没有问题吧啊，
[00:55:36] 你看原来过去下单盒是这样子的，
[00:55:39] 后来它又变成这个样子了，
[00:55:42] 我就选它吧。
[00:55:43] 那么，
[00:55:43] 我们的大字文也就写出来了，
[00:55:46] 建立共保人治体系，
[00:55:47] 既是解决生态矛盾的客观要求，
[00:55:50] 又是保障人民美好生活前提的必要条件，
[00:55:53] 也是实现伟大复兴中国梦的核心要义。
[00:55:56] 大家觉得可以不接着来讲，
[00:55:58] 第三个大家写一个过渡句，
[00:56:01] 大家把过渡句给老师打出来，
[00:56:03] 过渡句写一个名言警句叫。
[00:56:06] 雄关漫道真如铁，
[00:56:07] 而今漫步从头越。
[00:56:09] 最后一个写一个总论点，
[00:56:11] 有没有同学知道总论点应该怎么写？
[00:56:14] 总论点的话，
[00:56:16] 是不是就是把标题给我改写成开头的最后一句话，
[00:56:21] 你标题叫共保联制，
[00:56:23] 标题就叫共保联制。
[00:56:25] 那么，
[00:56:25] 最后新图景，
[00:56:26] 最后新图景中间，
[00:56:28] 我把三个分类点写在这个地方不就可以了吗？
[00:56:32] 现在可以吗？
[00:56:33] 那中间你可以自己加一句废话也就可以了，
[00:56:36] 好了，
[00:56:37] 这个就是我们的开头，
[00:56:38] 如果你能够看懂的话，
[00:56:39] 就给老师打个一。
[00:56:41] 但是我呢，
[00:56:41] 这个时候还要给大家进行个性化，
[00:56:44] 假如说你有了这种思路，
[00:56:47] 想进行个性化，
[00:56:48] 大家看我就把这个影响可以进行一个替换。
[00:56:52] 这个影响进行替换，
[00:56:53] 我之前给大家说了，
[00:56:55] 上节课给大家说了，
[00:56:56] 可以直接把影响写成个性化的，
[00:56:59] 但是我不会写，
[00:57:00] 我有点笨，
[00:57:01] 这个时候我就。
[00:57:02] 记住东哥说的个性化还可以换要素，
[00:57:05] 大家把换要素给老师一起打出来，
[00:57:09] 怎么进行换要素？
[00:57:10] 有没有同学能够告诉我怎么进行换要素，
[00:57:14] 也就是从这个地方到这个地方换要素，
[00:57:17] 大家觉得怎么换要素？
[00:57:19] 首先要加一个背景。
[00:57:21] 好了，
[00:57:22] 接着来讲的话，
[00:57:24] 我能不能直接再写一个个性化的影响？
[00:57:29] 哎，
[00:57:29] 你看东哥怎么给你换的，
[00:57:31] 我就加了一个这种背景，
[00:57:33] 面对生态问题的跨域性特征，
[00:57:36] 然后呢AB两省建成系统观念。
[00:57:39] 从三个维度发力，
[00:57:40] 共建共保廉治的体系，
[00:57:42] 我要写共保廉治的影响，
[00:57:44] 我就把原来的治理鸿沟，
[00:57:45] 然后呢，
[00:57:46] 原来是分界线，
[00:57:47] 现在变成了连接带，
[00:57:49] 把它稍微换一下。
[00:57:50] 后面依然不变，
[00:57:51] 大家觉得清晰了不？
[00:57:53] 清晰的话，
[00:57:54] 给老师打个心，
[00:57:55] 各位我每一节课都会教大家一些个性化的技巧，
[00:57:59] 你就慢慢学一节课，
[00:58:01] 学一个你基本上会个三招就行了，
[00:58:03] 我们12次课。
[00:58:05] 足够你用了好吧。
[00:58:06] 好了，
[00:58:07] 大家觉得这个可以过的话，
[00:58:09] 你就给老师打个过，
[00:58:11] 我们就给大家直接过了好吧好了，
[00:58:13] 那么再接着带着大家进行一个。
[00:58:16] 分论点的论证，
[00:58:17] 大家来看一下这个题目，
[00:58:20] 以法治协同为策，
[00:58:21] 筑牢跨域治理的制度根基，
[00:58:24] 破解无据可依的。
[00:58:25] 治理困境，
[00:58:26] 如果你想论证这个分论点的时候，
[00:58:29] 请问大家脑袋有没有一点空白的感觉？
[00:58:31] 如果你拿到这个题目，
[00:58:33] 脑袋空白的话，
[00:58:34] 永远记住第一步，
[00:58:35] 你论证可以写名言警句，
[00:58:37] 有就有，
[00:58:38] 没有就不用写。
[00:58:39] 第二步可以写影响，
[00:58:41] 第三步写什么？
[00:58:42] 同学们告诉我，
[00:58:44] 第三步找对策或者是找例子或者两个都找。
[00:58:48] 第四步就是进行一个分论点的回扣，
[00:58:52] 大家同意不好了，
[00:58:53] 那我们带着大家先不用写名言警句给大家呢。
[00:58:58] 直接写一个影响，
[00:59:00] 我问大家一下，
[00:59:01] 如果我们要写一个影响的话，
[00:59:04] 我就不再想写了。
[00:59:06] 各位，
[00:59:06] 我就觉得我偏不要写影响，
[00:59:08] 我就和你东哥不一样，
[00:59:10] 我稍微把它换一下，
[00:59:11] 我可以把它换什么，
[00:59:13] 我能不能把它换成一个？
[00:59:15] 问题。
[00:59:16] 大家觉得可以不那么这种问题一般在考试的时候是自己去想，
[00:59:23] 还是从材料当中去找？
[00:59:25] 是自己编，
[00:59:26] 还是从材料当中去找你，
[00:59:28] 会发现是不是从材料当中去找材料当中，
[00:59:32] 它一定会有问题的，
[00:59:34] 你就找到我们法制。
[00:59:36] 层面原来遇到的问题是什么？
[00:59:38] 有没有同学在材料当中？
[00:59:41] 刚才看到过各位有没有同学在材料当中看到过？
[00:59:45] 从这儿到这儿，
[00:59:46] 大家觉得算不算是一个问题，
[00:59:49] 政策不同步，
[00:59:50] 那么标准不统一，
[00:59:52] 然后呢哎呃，
[00:59:53] 导致我们很多问题得不到解决。
[00:59:56] 这个就是一个问题，
[00:59:57] 我就稍微把它改写一下，
[00:59:59] 把它改写，
[01:00:00] 把它改写成什么，
[01:00:01] 大家给老师一起写下来，
[01:00:02] 叫我们要写谁的问题？
[01:00:04] 你知道你整体来讲是在说跨域。
[01:00:08] 治理的大家一起写啊，
[01:00:11] 跨域治理。
[01:00:13] 的核心痛点核心。
[01:00:18] 痛点给老师一起写下来。
[01:00:21] 那么在于。
[01:00:23] 政策不同步。
[01:00:25] 还有一个标准。
[01:00:30] 不统一。
[01:00:32] 不统一，
[01:00:32] 那么得不到有效解决，
[01:00:34] 我们就直接把它稍微变化一下，
[01:00:38] 不要全部抄导致。
[01:00:39] 治理失衡，
[01:00:40] 所以大家一起写下来，
[01:00:42] 导致治理失衡，
[01:00:44] 你看其实非常简单，
[01:00:46] 你一般不需要你背太多的东西，
[01:00:49] 你学会改写材料，
[01:00:51] 你也就。
[01:00:51] 你已经能够成为一个王者了，
[01:00:54] 大家看这个就是我们的一个问题，
[01:00:56] 这句话能够看懂的话，
[01:00:58] 给老师打一个过。
[01:00:59] 你看直接第一步写问题，
[01:01:02] 把要素进行一个组合，
[01:01:04] 然后呢，
[01:01:05] 第二步我要写什么？
[01:01:07] 第二步，
[01:01:08] 我要写一个那么对策，
[01:01:10] 或者是一个例子，
[01:01:12] 写对策和例子，
[01:01:14] 请问它的要素是什么？
[01:01:16] 第一个是叫主体，
[01:01:18] 第二个是叫对策，
[01:01:20] 第三个是叫影响那么大家来看一下。
[01:01:24] 主体，
[01:01:25] 我们在材料当中有谁各位来，
[01:01:27] 我把这个再清一下，
[01:01:29] 这里面他干了什么事情，
[01:01:31] 同学们告诉我。
[01:01:32] 他干的事情，
[01:01:34] 这是一个主体。
[01:01:35] 这是一个对策，
[01:01:37] 这是一个对策，
[01:01:39] 这是一个那么啊，
[01:01:41] 这是一个。
[01:01:43] 影响然后呢？
[01:01:44] 再接着来讲，
[01:01:45] 这是一个主体，
[01:01:47] 这是一个对策，
[01:01:49] 这是一个对策，
[01:01:50] 这是一个对策。
[01:01:52] 这是一个对策，
[01:01:53] 现在大家能够听懂了吗啊，
[01:01:55] 你如果想把这个加进去也是可以的，
[01:01:58] 这也是对策，
[01:01:59] 我就把这两个对策。
[01:02:01] 写成一方面。
[01:02:03] 我就把这两个对策写成另一方面，
[01:02:07] 大家觉得可以不？
[01:02:09] 因为我在刚才合并的时候，
[01:02:12] 我是把立法。
[01:02:13] 我是把执法属于法律层面的事情给它进行了一个合并，
[01:02:19] 大家觉得行吗？
[01:02:20] 行的话，
[01:02:21] 给老师打个一，
[01:02:22] 不行的话，
[01:02:23] 给老师打个二，
[01:02:24] 各位那么所以我在论证的时候，
[01:02:27] 我也是把它话大为小，
[01:02:29] 两个方面都论论证了。
[01:02:31] 这个时候我就直接把它写在里边，
[01:02:34] 把这些词一方面这是一个主体，
[01:02:37] 这是一个对策，
[01:02:38] 这是一个对策。
[01:02:40] 这是一个影响，
[01:02:41] 这是一个主体，
[01:02:42] 这是一个对策，
[01:02:44] 这是一个对策，
[01:02:45] 现在能够听懂的话，
[01:02:47] 给老师打个一。
[01:02:48] 现在这个能够听懂的话，
[01:02:50] 给老师打个一，
[01:02:51] 最终这是协同打击，
[01:02:53] 是最终的那个影响，
[01:02:55] 这个协同打击刚才也已经出现了。
[01:02:58] 这个协同打击是在哪个地方出现的？
[01:03:01] 这个协同打击的话呢？
[01:03:03] 是在这个地方出现的和有有效维护生态安全。
[01:03:07] 那么，
[01:03:07] 这个协同打击的话呢？
[01:03:09] 稍等一下啊，
[01:03:10] 这个协同打击是在唐队长最后这句话出现的。
[01:03:14] 这个没毛病吧，
[01:03:15] 兄弟们，
[01:03:16] 这个题简单不？
[01:03:17] 这个题目他本来就说的比较规范，
[01:03:20] 直接就可以进行一个稍微的改写和摘抄。
[01:03:23] 好了，
[01:03:24] 那么我问大家一下，
[01:03:26] 就是第一句写问题，
[01:03:29] 第二句找对策或者是例子。
[01:03:32] 那么，
[01:03:33] 接着第三步要进行分论点的回扣了，
[01:03:36] 分论点的回扣应该怎么回扣？
[01:03:39] 我给大家说过三句话。
[01:03:41] 分论点的回扣，
[01:03:43] 那么第一句要进行一个什么可以增加句子，
[01:03:47] 第二句要进行什么，
[01:03:49] 第二句要进行改写句子。
[01:03:52] 第三句要进行什么？
[01:03:54] 第三句要进行一个调换顺序，
[01:03:57] 你用这三种方案就能解决，
[01:04:00] 你看上面以。
[01:04:01] 法治协同为策，
[01:04:02] 我们就直接写法治协同是跨域治理的，
[01:04:06] 那么压舱石下面，
[01:04:07] 你以法治协同为策，
[01:04:09] 那么我们把法治协同改成统一规则，
[01:04:12] 刚性约束。
[01:04:13] 啊，
[01:04:13] 那么接着啊，
[01:04:14] 筑牢制度根基，
[01:04:15] 也就是才啊，
[01:04:16] 就是让他们的步调一致，
[01:04:18] 把它稍微变化一下，
[01:04:20] 筑牢制度根基，
[01:04:21] 把这个制度根基写在尾句也就可以了。
[01:04:25] 现在大家清晰的话，
[01:04:26] 就给老师打个一各位，
[01:04:28] 当然像这种话呢，
[01:04:29] 大家说的不一定和我一样，
[01:04:31] 我就问大家一下，
[01:04:32] 有的同学说老师我这句话想不出来应该怎么办？
[01:04:36] 各位想不出来，
[01:04:37] 我能不能给老师想一个名言警句，
[01:04:40] 直接插进去，
[01:04:41] 各位我就随便想一个名言警句，
[01:04:44] 大家想我写哪一个名言警句？
[01:04:47] 啊，
[01:04:47] 追风赶月，
[01:04:48] 磨久留平，
[01:04:49] 无尽处是春山行不行？
[01:04:51] 日日行不怕千万里，
[01:04:53] 常常做不怕千万事。
[01:04:55] 行不行？
[01:04:56] 你会发现。
[01:04:57] 都是可以的，
[01:04:57] 就这一两句话，
[01:04:58] 你一定能够把它想出来的，
[01:05:00] 好吧，
[01:05:01] 大家觉得这一段你看懂的话，
[01:05:03] 可以过的话就给老师打个过。
[01:05:05] 大家看这一段，
[01:05:07] 我们刚才合并的时候，
[01:05:09] 就是把立法就是把执法怎么样，
[01:05:12] 就是合在一起，
[01:05:13] 形成了法治协同，
[01:05:15] 所以我们还是把它搞定。
[01:05:17] 那么上面是讲的立法协同，
[01:05:19] 下面是讲的执法协同好吧啊，
[01:05:22] 如果有的同学说老师我呢不想用追风赶月末停留平无尽处是春山。
[01:05:28] 那么你给我准备的法制方面的名言警句能不能可以用韩非子有云，
[01:05:34] 奉法者强则国强，
[01:05:35] 封法者弱则国弱，
[01:05:37] 还有那么荀子有云？
[01:05:38] 法治治治专业能不能直接写进去，
[01:05:41] 当然是没有问题的好吧，
[01:05:43] 再接着给大家一起往下写，
[01:05:46] 下面的一个分论点。
[01:05:47] 请问这一个分论点，
[01:05:49] 我问大家一下机制创新，
[01:05:51] 我们是从哪个例子当中得出来的？
[01:05:53] 还记得不？
[01:05:54] 我们问大家一下，
[01:05:56] 这个分论点，
[01:05:56] 我们机制创新是通过哪个例子？
[01:05:59] 是不是成立合长办公室？
[01:06:00] 这个例子为什么有的同学说老师我不能用成立合长办公室？
[01:06:05] 作为我们的分论点呢，
[01:06:06] 它是一个具体的例子，
[01:06:08] 明白了吧？
[01:06:09] 成立合长办公室，
[01:06:10] 它是一个机制创新，
[01:06:11] 它和我们立法，
[01:06:12] 你记住了你，
[01:06:13] 你想想你前面搞一个。
[01:06:15] 立法。
[01:06:16] 啊，
[01:06:17] 或者搞一个法律的法律的协同，
[01:06:21] 搞一个法制，
[01:06:22] 你下面搞一个合长办公室。
[01:06:26] 它明显不是一个层级，
[01:06:28] 大家现在能够听懂的话，
[01:06:30] 给老师打个一，
[01:06:31] 那么这个它是属于机制层面的。
[01:06:34] 啊，
[01:06:34] 这个是属于一个机制层面的，
[01:06:36] 它明显不是一个维度的，
[01:06:38] 好吧好了，
[01:06:39] 我们再你一定三个分类点，
[01:06:40] 它是一个维度才行，
[01:06:42] 那怎么论证有没有同学能够告诉我？
[01:06:45] 那么，
[01:06:45] 第一步还是名言警句，
[01:06:47] 第二步是影响，
[01:06:49] 第三步是什么？
[01:06:50] 第三步是对策或者是例子，
[01:06:53] 第四步是一个回扣分论点。
[01:06:56] 你先记住基本的一个框架，
[01:06:58] 待会呢，
[01:06:59] 就变幻无穷了好了，
[01:07:01] 名言警句咱想不出来，
[01:07:02] 咱就不用用，
[01:07:03] 咱就写一下影响。
[01:07:05] 请问同学们，
[01:07:07] 这个影响。
[01:07:08] 你们觉得我们要写谁的影响？
[01:07:11] 同学们，
[01:07:11] 能不能给老师搞定这个影响的话，
[01:07:14] 我肯定要写机制的影响吧？
[01:07:17] 我要写机制，
[01:07:18] 对于谁的影响，
[01:07:20] 我要写机制，
[01:07:21] 对于跨越治理的影响吧，
[01:07:24] 对于。
[01:07:24] 跨越。
[01:07:27] 治理的影响吧OK一起把它搞定，
[01:07:30] 那么啊，
[01:07:31] 机制对于跨域治理的影响那么大家就直接写。
[01:07:36] 跨域治理。
[01:07:37] 跨越治理。
[01:07:41] 那么我不要写机制，
[01:07:42] 对于跨域治理很重要，
[01:07:44] 我说过把它倒装一下跨域治理的成效。
[01:07:48] 跨域治理的成效。
[01:07:51] OK，
[01:07:51] 下面离不开。
[01:07:54] 离不开，
[01:07:55] 离不开什么高效。
[01:08:00] 运转。
[01:08:02] 的联动机制。
[01:08:07] 联动机制，
[01:08:08] 大家觉得可以吧？
[01:08:10] 好了，
[01:08:10] 那说完这个之后呢，
[01:08:12] 我问大家一下，
[01:08:13] 没有话说了，
[01:08:14] 各位有的同学说台湾的影响，
[01:08:16] 你上一节课，
[01:08:17] 你上一个分论点，
[01:08:18] 你把问题写在前面，
[01:08:19] 那我就问你一下，
[01:08:21] 咱们能不能把问题？
[01:08:22] 写在影响后面，
[01:08:23] 大家觉得能就给老师交个一，
[01:08:25] 不能就给老师交个二，
[01:08:27] 请问我能不能把问题写在影响的后面？
[01:08:30] 当然是没有问题的。
[01:08:31] 好了，
[01:08:32] 我们就不用政法论证，
[01:08:34] 再给大家再找一种个性化的写作，
[01:08:37] 大家看问题，
[01:08:38] 我问大家一下，
[01:08:39] 一般从哪里去找？
[01:08:41] 有没有同学能够告诉我问题的话，
[01:08:44] 大家记住了，
[01:08:45] 一般还是从材料当中去找也就可以了，
[01:08:49] 这个材料大家来看一下。
[01:08:51] 材料当中问题有没有同学能够看到这个？
[01:08:56] 能够看到的话，
[01:08:57] 给老师打个一那么这个大家来看一下，
[01:09:00] 无非就是信息不畅，
[01:09:02] 责任不清，
[01:09:03] 目标不统一。
[01:09:04] 然后呢，
[01:09:05] 层层上报那么一层一层协调解决费时久啊，
[01:09:08] 效率低，
[01:09:09] 各位我用不用全抄，
[01:09:10] 不用全抄，
[01:09:11] 因为这是大指纹，
[01:09:13] 它不是小题，
[01:09:14] 你必须按次给分大指纹。
[01:09:16] 我就随便找几个词，
[01:09:17] 比如说找一个信息不畅，
[01:09:19] 比如说找一个责任不清，
[01:09:22] 比如说找一个层层上报，
[01:09:24] 那么比如说写一个那么效率低下写就可以了。
[01:09:28] 你看我就给大家找出来了，
[01:09:30] 大家来看一下，
[01:09:31] 我给大家找的这个就是叫什么呢？
[01:09:35] 信息不畅，
[01:09:35] 责任不清。
[01:09:36] 层层推诿，
[01:09:37] 效率低下，
[01:09:38] 大家觉得可以不？
[01:09:39] 可以的话给老师打个一，
[01:09:41] 你看第一步我从这儿到这儿就写了一个项，
[01:09:45] 第二步从这儿到这儿我就写了一个问题。
[01:09:48] 大家看第一步是写了一个影响，
[01:09:51] 第二步我就写了一个问题，
[01:09:53] 第三步我要干什么，
[01:09:55] 第三步我要针对问题提对策了，
[01:09:57] 我要针对问题干什么？
[01:09:59] 或者是找例子都是可以的，
[01:10:02] 好了，
[01:10:02] 大家看他的对策，
[01:10:03] 你觉得他干了什么事情，
[01:10:06] 那么对策和例子主要是找什么？
[01:10:08] 同学们告诉我。
[01:10:09] 是不是第一个找主体啊？
[01:10:12] 第二个找对策，
[01:10:13] 第三个找影响啊？
[01:10:14] 这个太简单了吧，
[01:10:16] 主体是它，
[01:10:17] 对策是它，
[01:10:18] 那么对策是它，
[01:10:20] 影响是它，
[01:10:21] 这个材料当中简直就是太简单了，
[01:10:24] 大家来看一下。
[01:10:26] 在财料当中，
[01:10:27] 人家给你搞的是什么？
[01:10:29] 给你搞的主体是指的a省b省，
[01:10:32] 然后呢，
[01:10:33] 他们俩干了什么事情？
[01:10:35] 他们俩a省b省成立了一个合长办公室，
[01:10:39] 然后呢，
[01:10:39] 还干了什么事情？
[01:10:41] a省b省成立的合长办公室还怎么样？
[01:10:44] 还派驻了工作人员最后。
[01:10:48] 产生了一个结果，
[01:10:49] 就是什么结果？
[01:10:51] 同学们，
[01:10:52] 能不能告诉我最终产生了一个结果？
[01:10:55] 叫一个方案，
[01:10:56] 管两地那么啊，
[01:10:57] 变得一目了然，
[01:10:59] 太简单了，
[01:11:00] 我们就给大家也写出来了，
[01:11:02] 这是一个主体，
[01:11:04] 这是一个对策，
[01:11:05] 这是一个影响。
[01:11:07] 到这你觉得可以过的话，
[01:11:09] 就给老师打个过，
[01:11:10] 从这个地方到这个地方就是指的主体对策。
[01:11:15] 对策影响，
[01:11:15] 这些都是材料当中的原词，
[01:11:18] 只是我用东哥给我教的主体对策影响的方式，
[01:11:22] 把它给我进行一个重新的组合了。
[01:11:25] 好了，
[01:11:25] 下面东哥跟我说了举例子的话，
[01:11:28] 除了举材料当中的例子，
[01:11:31] 还可以怎么样去联系社会实际吧。
[01:11:35] 那么，
[01:11:35] 联系社会实际，
[01:11:37] 我就来了粤港澳大湾区，
[01:11:39] 然后呢，
[01:11:40] 黄河流域水资源统筹，
[01:11:42] 还有长三角跨区域。
[01:11:44] 联动平台，
[01:11:45] 你会发现联它都是和合长办公室一样，
[01:11:48] 都是在说一个联动的机制呃，
[01:11:51] 它的一个。
[01:11:52] 好处也就可以了，
[01:11:54] 这个呢，
[01:11:54] 我估计很多同学是不是不会啊？
[01:11:57] 这个你们有多少同学能够想出来？
[01:12:00] 这个同学能够有多少同学想出来，
[01:12:03] 我再给大家说一下啊，
[01:12:04] 你就记住我跟你说的话，
[01:12:06] 就是咱们国家。
[01:12:07] 咱们国家那么往往它是中央政府集权制的一个国家，
[01:12:14] 一般就是北京先发展的好。
[01:12:17] 这一线城市先发展的好，
[01:12:20] 然后就是济南就发展的好了，
[01:12:22] 然后呢就是临沂才能够发展的好。
[01:12:26] 然后下面就是临沂下面的县城就发展的好了，
[01:12:30] 听懂了吗？
[01:12:31] 同学们，
[01:12:32] 像这个题目你就记住了，
[01:12:34] 你这是这只是一个南通河。
[01:12:37] 各位，
[01:12:37] 南通河上面有什么咱们国家最大的河是什么河？
[01:12:43] 那么是长江是黄河？
[01:12:46] 对吧，
[01:12:46] 然后呢？
[01:12:47] 还有咱们国家有什么有粤港澳大湾区的环境，
[01:12:51] 还有长三角的跨域环境，
[01:12:53] 这些是级别比较高的河，
[01:12:55] 这是就是先进的地区。
[01:12:57] 这些呢，
[01:12:57] 大家没有基础的话呢，
[01:12:59] 我估计你是想不出来的，
[01:13:01] 所以如果你想不出来，
[01:13:02] 你只能改写这个材料好吧，
[01:13:04] 你只能学会改写材料。
[01:13:06] 然后我就问大家一下，
[01:13:08] 结尾我们应该怎么写？
[01:13:10] 结尾是不是还是回扣我们的分论点啊？
[01:13:14] 怎么回扣我们的分论点，
[01:13:16] 各位告诉我，
[01:13:17] 你可以增加句子加一个未来，
[01:13:19] 你也可以把这个未来改成一个名言警句，
[01:13:22] 追风赶月莫停留，
[01:13:23] 平无尽处深成山，
[01:13:25] 历尽天华长此景万事。
[01:13:26] 人间万事出千心是吧？
[01:13:29] 那么那么接着大家看机制创新，
[01:13:32] 我就把机制创新变成什么？
[01:13:34] 我就从。
[01:13:35] 前面的这个例子当中，
[01:13:37] 去找一些中观的对策，
[01:13:40] 把它提炼出来，
[01:13:41] 你建立和长办公室不就是在说机构协同吗？
[01:13:46] 你最终呢，
[01:13:47] 建立合作办公室不就是把流程优化吗？
[01:13:51] 最后你一个方案管两地，
[01:13:53] 那么无死角，
[01:13:55] 那么就是。
[01:13:56] 效率也高了，
[01:13:56] 不就是把资源高效配置了吗？
[01:13:59] 不就是呃，
[01:13:59] 注入了强劲动力了吗？
[01:14:01] 大家现在能够听懂的话，
[01:14:03] 给老师打个一，
[01:14:04] 至于中间的这句话，
[01:14:05] 你能想多少就想多少，
[01:14:07] 这个影响不大。
[01:14:08] 好吧，
[01:14:09] 你这个影响不大，
[01:14:10] 大总一般留一个小时左右的时间，
[01:14:13] 省考的时间是绝对够用的。
[01:14:15] 好了，
[01:14:16] 再给大家一起往下过。
[01:14:18] 啊，
[01:14:18] 这这个题目呢？
[01:14:20] 写作呢？
[01:14:20] 难点的话呢？
[01:14:21] 我觉得改写材料不难，
[01:14:23] 你们有没觉得这个题目最难的就是？
[01:14:26] 很难想到这样的几个好的例子。
[01:14:29] 有这种感觉的话，
[01:14:30] 给老师打个一，
[01:14:32] 就是因为我们现在很多同学一般不阅读，
[01:14:35] 一般肚子里面没有货，
[01:14:37] 这个也不怪你，
[01:14:38] 不要着急，
[01:14:39] 在你们班级的。
[01:14:40] 群文件里面我给你放了，
[01:14:42] 我给你放了十大话题的例子，
[01:14:46] 每个话题我给你准备了。
[01:14:48] 30个例子足够你用了，
[01:14:50] 没事，
[01:14:51] 晚上看一看是电子版的，
[01:14:53] 已经给你放到班级的群文件里面了，
[01:14:56] 够意思吗？
[01:14:56] 同学们。
[01:14:57] 够意思吗？
[01:14:58] 各位，
[01:14:58] 你不要说一号文件一，
[01:15:00] 我们不是考政治理论，
[01:15:02] 一号文件没有用，
[01:15:03] 你一定准备的时候专业性的准备，
[01:15:06] 你要不相信的话，
[01:15:07] 你就把一号文件。
[01:15:08] 看几遍你就睡着了，
[01:15:10] 你啥也记不住行吗？
[01:15:11] 班级的群的话呢，
[01:15:13] 大家直接听第一节课加群也就可以了，
[01:15:16] 大家直接听第一节课加群。
[01:15:18] QQ群里边一直会给大家传好东西，
[01:15:21] 一定要进去，
[01:15:22] 抓紧时间领一下好吗？
[01:15:24] 啊，
[01:15:24] 也是那个蓝考蓝色的书，
[01:15:26] 后面的东西啊，
[01:15:27] 好了，
[01:15:28] 大家再来看一下第三个分论点，
[01:15:31] 我们应该怎么论证？
[01:15:32] 以利益联结为策。
[01:15:34] 那么，
[01:15:34] 这个应该怎么搞定？
[01:15:36] 这个最后一个分论点的话呢？
[01:15:39] 其实也是比较简单，
[01:15:40] 这个我主要想说。
[01:15:42] 那么，
[01:15:42] 第一步写名言警句，
[01:15:44] 那么第二步写什么？
[01:15:47] 第二步写影响，
[01:15:48] 第三步写什么？
[01:15:50] 第三步写对策或者是例子？
[01:15:53] 第四步写回扣我们的分论点，
[01:15:55] 这个没问题吧？
[01:15:57] 好了，
[01:15:57] 大家来看一下第一个。
[01:15:59] 我首先我不想写名言警句了，
[01:16:02] 我逆反了，
[01:16:03] 我也不想写影响了，
[01:16:05] 我就只想写一个问题。
[01:16:07] 好了，
[01:16:07] 这个问题是指的什么问题？
[01:16:10] 这个问题你既然需要我们利益联结。
[01:16:14] 是吧，
[01:16:15] 你既然需要我们利益联结，
[01:16:18] 就是代表我们每一个人的利益。
[01:16:22] 诉求。
[01:16:24] 连结。
[01:16:27] 还有一个协同。
[01:16:30] 不足大家同意不？
[01:16:32] 各位，
[01:16:32] 我们往往是根据问题去找对策，
[01:16:36] 但是我们可以根据分论点的对策。
[01:16:40] 反推出问题这个一招，
[01:16:42] 教给大家，
[01:16:43] 这一招只要分论点，
[01:16:44] 因为它永远是写对策，
[01:16:46] 你永远可以反推出问题。
[01:16:49] 现在听懂的话，
[01:16:50] 给老师打个一下面，
[01:16:52] 从这个地方到这个地方，
[01:16:54] 有同学知道是怎么来的吗？
[01:16:56] 各位，
[01:16:57] 你知道我们刚才利益是指的横横向生态补偿，
[01:17:01] 廉洁是指的桥梁，
[01:17:02] 大家来看一下，
[01:17:04] 我们给大家。
[01:17:05] 来看一下，
[01:17:06] 你要改写例子，
