[00:00:00] 公平。
[00:54:55] 破解无据可依的治理困境。
[00:54:58] 我的妈呀，
[00:54:58] 我看完之后。
[00:55:00] 我脑袋就像这个PPT一样，
[00:55:02] 是空白的，
[00:55:03] 这个时候我问大家下，
[00:55:05] 你觉得法治协同是在说哪一个要素？
[00:55:09] 有没有同学能够？
[00:55:11] 告诉我，
[00:55:11] 法制协同是不是在说一个？
[00:55:14] 对策的这个要素啊好，
[00:55:16] 这个时候你先别着急，
[00:55:19] 你先到材料当中看一下材料，
[00:55:21] 大家来看一下法治协同。
[00:55:24] 好了，
[00:55:25] 大家来看一下。
[00:55:27] 这个材料当中，
[00:55:29] 我问大家一下，
[00:55:31] 大家先把对策给老师找出来。
[00:55:34] 如果你找对策，
[00:55:35] 这个要素的话，
[00:55:36] 请问大家下主要标志性的词语要找什么？
[00:55:40] 哪位同学可以告诉我？
[00:55:42] 是不是要找动词，
[00:55:44] 再加上一个事情啊，
[00:55:46] 大家同意吗？
[00:55:47] 请问大家下这里面的动词有什么？
[00:55:50] 哪位同学可以告诉我？
[00:55:52] 你会发现，
[00:55:54] 坚持跳出建立还有什么，
[00:55:58] 还有协同立法。
[00:56:00] 出台还有奠定。
[00:56:03] 还有什么哪位同学可以告诉我？
[00:56:06] 啊，
[00:56:07] 还有一个签订，
[00:56:09] 还有一个统一统一开展。
[00:56:13] 好吧，
[00:56:14] 那么开展最后呢？
[00:56:15] 就是最后还有什么哪位同学可以告诉我，
[00:56:20] 还有一个。
[00:56:21] 提升效率，
[00:56:22] 然后到破解难题不就可以了吗？
[00:56:25] 我只要把这些词写下来也就可以了。
[00:56:29] 现在听懂了吗？
[00:56:30] 各位同学，
[00:56:31] 我带着你们写一下吧，
[00:56:34] 否则的话很多同学还是不会大家看这里面。
[00:56:38] 它一共出现在几个自然段当中，
[00:56:41] 是不是出现在二和四自然段当中，
[00:56:45] 它这个时候二和四。
[00:56:47] 说的是一件事，
[00:56:48] 还是两件事？
[00:56:49] 说的是一个对策，
[00:56:51] 还是两个对策？
[00:56:52] 大家随便再看一下，
[00:56:54] 你觉得二。
[00:56:55] 第二，
[00:56:56] 自然段和第四个自然段，
[00:56:58] 他说的是一个事还是两个事，
[00:57:00] 对吧？
[00:57:00] 他说的是一件一件事，
[00:57:02] 但是他说的是两个方面的对策。
[00:57:05] 大家同意吗？
[00:57:06] 所以大家一起写叫，
[00:57:08] 一方面。
[00:57:09] 一方面，
[00:57:11] 各位他干了什么对策叫AB？
[00:57:15] AB两省。
[00:57:18] AB两省通过。
[00:57:23] 什么协同立法？
[00:57:26] 协同。
[00:57:28] 立法，
[00:57:29] 然后呢，
[00:57:30] 分别出台。
[00:57:33] 分别出台。
[00:57:37] 南通河。
[00:57:39] 分别出台。
[00:57:42] 南通和。
[00:57:44] 生态。
[00:57:46] 环境。
[00:57:49] 保护条例。
[00:57:52] 保护。
[00:57:54] 条例。
[00:57:56] 为跨区域的共保廉治奠定了法治基础。
[00:58:00] 我问大家一下，
[00:58:01] 这个时候我不想直接摘抄了，
[00:58:04] 我可以把这个词稍微的。
[00:58:06] 变换一下，
[00:58:07] 我把法治基础变成法治遵循，
[00:58:09] 你看我怎怎么变的，
[00:58:11] 防止别人说我是超材料为跨区域。
[00:58:14] 为跨区域。
[00:58:17] 怎么样哎？
[00:58:19] 你这上面说共保廉治，
[00:58:21] 我把共保廉治再换成一个近义的表述治理。
[00:58:27] 你把我再把奠定换一个动词，
[00:58:31] 我不要直接摘抄提供。
[00:58:34] 统一我再加一个词。
[00:58:37] 法制遵循大家现在能够看懂的话，
[00:58:40] 就给老师打个过，
[00:58:41] 各位记住了，
[00:58:42] 有的时候变换几个词就行了，
[00:58:45] 你不要全部在上面摘抄，
[00:58:47] 稍微变几个词。
[00:58:49] 好吧好了，
[00:58:50] 那么再给大家写另外一个。
[00:58:53] 另一方面。
[00:58:56] 另外一个方面怎么办？
[00:58:59] 你会发现AB两省。
[00:59:02] AB两省。
[00:59:05] 把动词给我抄下来，
[00:59:07] 签订。
[00:59:09] AB两少。
[00:59:11] 签订。
[00:59:12] 共保廉治备忘录。
[00:59:16] 共保廉治。
[00:59:20] 备忘录一起把它搞定，
[00:59:23] 共保联制备忘录。
[00:59:25] 好了，
[00:59:26] 统一政策标准，
[00:59:27] 一起把它打出来，
[00:59:30] 统一政策。
[00:59:33] 还有一个标准，
[00:59:34] 一起把它搞定。
[00:59:37] OK，
[00:59:37] 下面开展一起把它搞定。
[00:59:42] 开展什么水上公安？
[00:59:45] 水上公安。
[00:59:48] 水务部门。
[00:59:51] 水务部门。
[00:59:54] 等啊，
[00:59:55] 水务部门。
[00:59:58] 常态化。
[01:00:01] 联合。
[01:00:03] 执法你看不就可以了吗？
[01:00:06] 啊不就可以了吗？
[01:00:07] 就可以了，
[01:00:08] 下面如果大家还想写的话，
[01:00:11] 那么最终。
[01:00:12] 提升了两场的工作效率，
[01:00:14] 破解了然后呢，
[01:00:16] 流域广监管工作量大的难题，
[01:00:18] 大家把这句话直接加上去也就可以了。
[01:00:21] 你们觉得可以过的话，
[01:00:23] 就给老师打个过，
[01:00:24] 很多同学说老师说我在考试的时候，
[01:00:27] 我写这个对策不会写，
[01:00:28] 其实这些对策还有这些相关的要素。
[01:00:31] 可以从材料当中改写而来，
[01:00:34] 大家把改写材料给老师打出来，
[01:00:37] 把改写材料给老师打出来。
[01:00:39] 记住了哈，
[01:00:40] 这是AB两省的，
[01:00:41] 它是多么的宏观，
[01:00:42] 这是一个不是具体的一个例子，
[01:00:45] 这是一个要素，
[01:00:46] 当然你理解成例子也无所谓，
[01:00:48] 我也不想跟你掰扯这些。
[01:00:49] 反正呢，
[01:00:50] 就是特别宏观的，
[01:00:51] 它是一个对策，
[01:00:53] 它是一个对策，
[01:00:54] 好吧好了，
[01:00:55] 别在评论区秀你的那种优越感了，
[01:00:58] 这不是事例论证吗？
[01:00:59] 我都不想跟你说这些。
[01:01:01] 行吗？
[01:01:02] 阿猫阿狗，
[01:01:03] 那它是叫势例，
[01:01:05] 这种省还有国家层面的，
[01:01:07] 它就叫正儿八经的要素论证行吗？
[01:01:11] 同学们。
[01:01:12] 行吗？
[01:01:13] 好了。
[01:01:14] 有点乱，
[01:01:15] 乱你个头啊，
[01:01:16] 乱乱乱在啥地方认真的听一个课行不行啊？
[01:01:20] 乱我个大脑袋呀，
[01:01:22] 你来想一下这些东西都是材料当中给我们的。
[01:01:26] 你骂他乱的时候，
[01:01:28] 你是在骂命题人乱啊，
[01:01:30] 兄弟们，
[01:01:31] 你哪谁给你的胆子和勇气啊？
[01:01:34] 梁静茹吗？
[01:01:35] 哎，
[01:01:35] 真的需要勇气去相信会在一起是吧？
[01:01:39] 各位，
[01:01:40] 你就把它俩放在一起就行了，
[01:01:44] 不用担心。
[01:01:45] 命题人就是这样搞的，
[01:01:47] 阅卷人不会反驳他的行吗？
[01:01:50] 好了，
[01:01:50] 大家来看一下啊。
[01:01:52] 哎，
[01:01:52] 好了，
[01:01:53] 我们就把这个答案写出来了。
[01:01:56] 请问大家一下，
[01:01:57] 如果我有了这个对策，
[01:01:59] 这个要素之后，
[01:02:01] 我就可以把这个要素放在中间了。
[01:02:04] 大家觉得可以不？
[01:02:05] 可以的话给老师打个一，
[01:02:08] 不可以的话给老师打个二，
[01:02:10] 你看啊，
[01:02:10] 这一段从这。
[01:02:12] 到这儿全部是我改写材料而来。
[01:02:15] 那么，
[01:02:16] 改写材料而来，
[01:02:17] 你把它理解成对策也行，
[01:02:19] 你把它理解成例子也行，
[01:02:22] 这个不属于我们辩论的空间，
[01:02:24] 这个无意义。
[01:02:25] 现在我问你们一下，
[01:02:27] 如果在考试的时候，
[01:02:29] 这一个是在讲什么东西？
[01:02:31] 哪位同学可以告诉我？
[01:02:33] 你既然说法治协同，
[01:02:36] 这个是不是在讲一个问题啊？
[01:02:39] 各位，
[01:02:39] 我是怎么能够想出来这个问题的呢？
[01:02:44] 大家来想一下我们的分论点是让写法治协同，
[01:02:48] 法治协同这个主题对应的问题，
[01:02:51] 你们觉得应该是什么？
[01:02:54] 大家认真的琢磨一下法治协同对应的问题，
[01:02:58] 是不是可以反推？
[01:03:00] 就是指的不协同啊。
[01:03:02] 那么大家想想法制不协同，
[01:03:05] 也就是a省和b省的法律，
[01:03:08] 它都不一样，
[01:03:09] 现在听明白了吗？
[01:03:11] 而政策。
[01:03:11] 它也不同步标准，
[01:03:13] 它也不一样，
[01:03:14] 最后产生了这里的。
[01:03:16] 失衡好了，
[01:03:17] 最后这句话请问是怎么想出来的？
[01:03:21] 哪位同学可以告诉我？
[01:03:23] 最后这句话是怎么想出来的？
[01:03:26] 最后这句话各位它是在本质上干什么事情？
[01:03:30] 是不是在说一个？
[01:03:32] 首尾呼应啊，
[01:03:33] 大家能够同意吧？
[01:03:35] 好了，
[01:03:35] 首尾呼应，
[01:03:37] 大家看实践证明，
[01:03:39] 这就是增加一个句子。
[01:03:42] 好了，
[01:03:42] 大家再来看一下法治协同是跨域治理的压舱石。
[01:03:47] 法治协同筑牢跨域治理的治理制度根基。
[01:03:51] 这个是是不是做了一个改写啊？
[01:03:54] 你会发现这两句话完全是在说一个意思下面。
[01:03:59] 中间又加了一个什么东西，
[01:04:02] 哪位同学可以告诉我，
[01:04:04] 唯有统一规则，
[01:04:05] 刚性约束，
[01:04:06] 统一规则，
[01:04:07] 刚性约束，
[01:04:08] 这是。
[01:04:08] 又增加了一个句子，
[01:04:10] 增加的这个句子就是增加了一个对策废话，
[01:04:14] 请问这个废话，
[01:04:15] 如果我不写成这样。
[01:04:17] 行不行？
[01:04:18] 我把这句废话改成更加废的废话，
[01:04:22] 比如说唯有深入。
[01:04:24] 一切可不可以？
[01:04:26] 唯有深入基层，
[01:04:28] 可不可以？
[01:04:29] 唯有深，
[01:04:30] 唯有面对面的研究问题，
[01:04:34] 可不可以？
[01:04:35] 唯有面对面的。
[01:04:37] 啊，
[01:04:37] 就是部署指导工作行不行？
[01:04:40] 唯有面对面的解决问题，
[01:04:42] 行不行就中间你可以加的废话是无穷无尽的。
[01:04:46] 只要合情合理也就可以了，
[01:04:49] 才能那么破解它的无据可依，
[01:04:52] 就是才能够奠定制度基础，
[01:04:55] 你会发现就是一个。
[01:04:57] 首尾呼应，
[01:04:57] 现在大家觉得可以的话，
[01:04:59] 给老师打个过，
[01:05:00] 不可以的话，
[01:05:01] 给老师打个一啊，
[01:05:02] 不可以的话，
[01:05:03] 给老师打个一可以的话，
[01:05:05] 给老师打个二。
[01:05:06] 各位，
[01:05:07] 我再给大家说一下，
[01:05:08] 你看啊，
[01:05:09] 这一段实际上中间的这一伙都是我们从材料当中改写过来的。
[01:05:15] 真正需要我们就加一句问题，
[01:05:18] 把法治协同推一下也就行了，
[01:05:21] 还有最后这一句和前半句是回扣，
[01:05:24] 还有这一句和它是回扣。
[01:05:26] 中间需要我们加一个对策的废话，
[01:05:30] 简单不？
[01:05:30] 现在简单吗？
[01:05:31] 同学们久久为功啊，
[01:05:33] 好了，
[01:05:33] 带带着大家往下走一下，
[01:05:36] 大家来看一下这个题目，
[01:05:38] 如果你在考试的时候拿到这个题目，
[01:05:41] 你觉得。
[01:05:42] 要想做好社区，
[01:05:43] 学校要在酒上做文章，
[01:05:46] 要让你去写这个对策的话，
[01:05:48] 你会不会写？
[01:05:50] 你会不会写就是如何在酒上做文章，
[01:05:53] 你肚子里边有积累的话就打个有没有像这种PPT的空白一样，
[01:05:58] 没有积累的话打个没有。
[01:06:01] 你会发现是没有的吧，
[01:06:03] 这个时候莫着急，
[01:06:04] 大家看没有枪没有炮，
[01:06:06] 敌人给我们送啊，
[01:06:08] 大家来看一下这个应该怎么把它搞定？
[01:06:11] 你会发现在这个里边的九是出现在这个地方，
[01:06:16] 然后这个地方我注意就近原则，
[01:06:19] 大家把就近原则打在评论区。
[01:06:21] 就这个地方出现了一个对策好，
[01:06:25] 大家再来看一下这一个地方也出现了一个对策，
[01:06:29] 大家现在能够看懂了吗？
[01:06:32] 我能不能把这两个对策写到我的大作文里面去，
[01:06:36] 我就问一下，
[01:06:37] 如果我需要写对策的话，
[01:06:40] 我可不可以直接改写？
[01:06:42] 可以直接改写吗？
[01:06:43] 可以直接改写吗？
[01:06:45] 所以大家给老师一起改写一下，
[01:06:48] 你也就是要想。
[01:06:52] 做到。
[01:06:55] 社区吹哨。
[01:06:57] 社区吹哨。
[01:07:01] 九九。
[01:07:03] 围攻一起把它搞定，
[01:07:05] 下面不仅一看又是在说两个对策，
[01:07:09] 不仅要干什么？
[01:07:11] 要对。
[01:07:14] 每个。
[01:07:16] 党员。
[01:07:19] 任务指标。
[01:07:22] 我带着你实操一遍，
[01:07:24] 你就会了我们今今天就现场把它学会任务指标。
[01:07:29] 接单。
[01:07:31] 完成情况。
[01:07:34] 接单完成情况。
[01:07:39] 还有一个。
[01:07:41] 满意度。
[01:07:44] 满意度。
[01:07:46] 评价。
[01:07:48] 等备案稍微的把它变换一下，
[01:07:51] 不要完全直接摘抄，
[01:07:54] 稍微说几个字也就可以了。
[01:07:57] 还要还要。
[01:08:01] 将此。
[01:08:04] 作为。
[01:08:07] 作为什么作为党员平行定级？
[01:08:11] 党员。
[01:08:13] 平行。
[01:08:16] 定级一起把它搞定。
[01:08:20] 评先评优。
[01:08:23] 评先评优。
[01:08:27] 等方面。
[01:08:30] 的一项重要指标和参考内容，
[01:08:33] 下面就直接摘抄。
[01:08:35] 下面再加一个词，
[01:08:37] 并对。
[01:08:39] 单位个人建立考核机制，
[01:08:41] 督查动作等机制。
[01:08:43] 直接摘抄到最后也就可以了，
[01:08:46] 请问大家下可以不？
[01:08:47] 你看啊，
[01:08:48] 我只是加了两个连词，
[01:08:50] 中间稍微的缩了几缩了几个词，
[01:08:52] 我就把它变化成一个对策了。
[01:08:55] 好了，
[01:08:55] 大家来看一下这个对策，
[01:08:57] 我写的怎么样？
[01:08:58] 各位写成这样，
[01:09:00] 大家觉得可以不？
[01:09:01] 写成这样是完全没有问题的，
[01:09:04] 完全把它写完了，
[01:09:06] 好了再接着给大家往下走，
[01:09:08] 大家看，
[01:09:09] 如果把它写完了之后。
[01:09:11] 我把它放在这个地方，
[01:09:13] 就是放在这个分论点论证的，
[01:09:15] 最后你觉得可以不？
[01:09:17] 可以的话，
[01:09:18] 给老师打个一不可以的话，
[01:09:20] 给老师打个二各位可以的话，
[01:09:22] 给老师打个一不可以的话，
[01:09:24] 给老师打个二。
[01:09:26] 我就把它写在最后，
[01:09:27] 完全没有问题的，
[01:09:29] 但是我肯定一个分论点的论证，
[01:09:31] 只写对策是不行的，
[01:09:33] 我前面可以加几句话。
[01:09:35] 请问这句话是在说什么？
[01:09:37] 这个酒本来就是指的制度层面的，
[01:09:40] 这个这句话是在讲什么？
[01:09:43] 是不是在讲一个名言警句？
[01:09:45] 好了，
[01:09:46] 这句话是在讲什么？
[01:09:48] 是不是在讲一个影响？
[01:09:51] 好，
[01:09:51] 大家来看一下这句话是在讲什么？
[01:09:54] 是不是又加了一个名言警句，
[01:09:57] 然后这句话是在讲什么？
[01:10:00] 是不是还是在加一个影响？
[01:10:02] 你看啊，
[01:10:03] 我名言警句加影响重复用了一遍，
[01:10:06] 请问大家一下可以不？
[01:10:07] 你会发现完全可以，
[01:10:09] 但是如果我把前面的名言警句加影响删去。
[01:10:13] 只留一遍行吗？
[01:10:14] 我把后面的删去，
[01:10:15] 只留前面的行不？
[01:10:17] 都是可以的，
[01:10:18] 文无定法，
[01:10:18] 现在大家能够听明白的话，
[01:10:21] 给老师打飞机。
[01:10:22] 请问大家一下，
[01:10:23] 如果在考试的时候，
[01:10:24] 我后面这句话我承认大部分是摘摘摘抄的，
[01:10:28] 但是我也把它改写了，
[01:10:30] 我又加上前面的这句话，
[01:10:31] 他能不能算我直接照搬材料？
[01:10:34] 记住阅卷的时候，
[01:10:36] 它不允许照搬材料。
[01:10:38] 但是他又必须结合材料，
[01:10:40] 你就按照东哥的这种处理，
[01:10:43] 就是非常好的一个方式，
[01:10:45] 你只要想拿一类文，
[01:10:47] 你就必须用这种方式。
[01:10:49] 现在清晰了吗？
[01:10:50] 同学们清晰了，
[01:10:52] 不清晰的话，
[01:10:53] 给老师打飞机。
[01:10:55] 各位，
[01:10:55] 那我问大家一下，
[01:10:57] 有的同学说老师，
[01:10:58] 我想把这句话再改写一下，
[01:11:01] 你觉得还可以改写吗？
[01:11:03] 请问大家下教你们一个小绝招，
[01:11:06] 还记不记得分论点润色？
[01:11:09] 我让大家背了几组词。
[01:11:11] 我让你们至少背三组词吧，
[01:11:13] 各位，
[01:11:14] 我在这个地方加一个动真格，
[01:11:17] 大家觉得可以不？
[01:11:19] 动真格，
[01:11:20] 你们觉得可以不？
[01:11:22] 我在这个地方加一个什么词，
[01:11:24] 哪位同学可以告诉我，
[01:11:26] 我在这个地方加一个什么词加一个。
[01:11:29] 什么词下功夫，
[01:11:31] 你们觉得可以不？
[01:11:33] 你会发现都是可以的，
[01:11:35] 一定把它给我搞定好吗？
[01:11:37] 你会发现越学越灵活，
[01:11:39] 越学越通啊。
[01:11:41] 好了，
[01:11:41] 这个就是一个要素论证的举例，
[01:11:43] 另外一个有没有同学不会的，
[01:11:46] 我们就给大家就是再讲一个相对来讲比较万能的模板，
[01:11:50] 让你今天晚上就会因为我的课程呢？
[01:11:53] 既要有个性化，
[01:11:54] 又要有中度个性化，
[01:11:56] 还要有万能的模板能够照顾到不同的同学，
[01:11:59] 大家看。
[01:12:00] 就是社区吹哨，
[01:12:01] 要在酒上做文章，
[01:12:03] 既是推动经济社会又好又快发展的重要任务，
[01:12:08] 也是改善民生，
[01:12:09] 实现全面协调。
[01:12:11] 可持续的发展的必然选择更是实现高质量发展的必由之路。
[01:12:16] 大家觉得可以吗？
[01:12:17] 然后接着我又直接说，
[01:12:19] 我们近些年我。
[01:12:21] 我们国近些年高度重视社区之上，
[01:12:24] 在酒上做文章的工作成绩呢，
[01:12:27] 有目共睹。
[01:12:28] 哎，
[01:12:28] 材料当中没有说问题，
[01:12:30] 咱们就不用。
[01:12:31] 然后那么材料当中也没有举例子，
[01:12:34] 我们也不用那么材料当中直接加对策，
[01:12:38] 因此呢，
[01:12:38] 我们要做到。
[01:12:40] 不仅要对每个党员的。
[01:12:42] 我们要做到不仅要对每个党员的就是任务指标接单完成情况，
[01:12:48] 满意度等备案，
[01:12:49] 还要作为党员平行定级，
[01:12:51] 评先评优等方面。
[01:12:53] 那么，
[01:12:53] 参考内容并对什么什么建立工作机制，
[01:12:56] 大家觉得可以不？
[01:12:58] 各位，
[01:12:58] 你要是实在基础非常非常差，
[01:13:00] 写不出来，
[01:13:01] 你就把这个万能的模板。
[01:13:03] 背下来，
[01:13:04] 到时候直接往上套，
[01:13:05] 有问题你就把它放在这儿，
[01:13:07] 有例子你就把它放在这儿，
[01:13:10] 也是没有问题的，
[01:13:11] 现在清晰了吗？
[01:13:12] 我再给大家说一下啊，
[01:13:14] 如果谁以后再考再出去说东哥教大家模板，
[01:13:17] 然后呢，
[01:13:18] 我要出我要知道了，
[01:13:19] 我就一定要给你打官司打到。
[01:13:22] 到中央啊，
[01:13:23] 我也会赢，
[01:13:23] 为什么？
[01:13:24] 因为每一节课我要照顾到基础最差的同学，
[01:13:27] 确实会给你讲一个万能的模板，
[01:13:29] 但是我也会给你做中度的个性化。
[01:13:32] 还有极度的个性化，
[01:13:33] 因为每我们的学生比较多，
[01:13:35] 我都要照顾到位好吧，
[01:13:37] 哎，
[01:13:37] 到时候你们打官司肯定打不过我的，
[01:13:39] 我一天能够直播15个小时，
[01:13:41] 不吃饭，
[01:13:42] 我给你打官司，
[01:13:43] 还能够给你打到中央。
[01:13:44] 所以呢，
[01:13:45] 你不要天天就是在里面想黑我，
[01:13:48] 不可能啊，
[01:13:49] 好兄弟们好了，
[01:13:51] 下面再教大家一招视力论证，
[01:13:54] 要求大家现场就把它学会。
[01:13:56] 请问同学们怎么做一个事例论证？
[01:13:59] 哪位同学可以告诉我事例论证最重要的？
[01:14:03] 我刚才给大家说一共最全的事例论证需要大家写几个要素？
[01:14:09] 大家一起写四个要素。
[01:14:11] 你可以前面写一个问题，
[01:14:14] 写完了问题之后可以写什么？
[01:14:16] 再写一个主体，
[01:14:18] 写完了主体之后还可以写什么？
[01:14:21] 还可以写一个对策，
[01:14:23] 写完了对策之后还可以写什么？
[01:14:25] 还可以写一个影响，
[01:14:27] 现在清晰了吧？
[01:14:29] 好了，
[01:14:29] 我们再带着大家一起往下走啊，
[01:14:32] 问题主体影响大家来看一下这个题目，
[01:14:35] 我们来看一下应该怎么把它搞定？
[01:14:38] 首先我们问题。
[01:14:40] 大家把问题给老师拿出来，
[01:14:43] 接着我们再把主体给老师写下来。
[01:14:46] 接着，
[01:14:47] 我们把对策也给老师写下来，
[01:14:50] 最后我们再写一个影响。
[01:14:53] 所有的同学告诉我，
[01:14:55] 在这个题目当中能不能看到说买不容易，
[01:15:00] 请问大家像买不容易？
[01:15:02] 它是代表一个什么要素，
[01:15:04] 哪位同学可以告诉我，
[01:15:06] 还有国际市场不确定性上升，
[01:15:09] 还有一个企业遇到困难。
[01:15:11] 这些东西都是可以把它改写成问题吧，
[01:15:15] 那我可以用它的原主要的原词原句是吧，
[01:15:19] 我可以写就是面对国际市场不稳定，
[01:15:22] 不确定性。
[01:15:23] 上升的情况，
[01:15:24] 或者面对我们企业出口遇遇难的问题，
[01:15:28] 都是可以的。
[01:15:30] 当然，
[01:15:30] 大家也可以。
[01:15:31] 适当的变它变化，
[01:15:33] 如果你把它变化，
[01:15:35] 你就可以直接改成面对挑战。
[01:15:38] 大家一起把它写下来，
[01:15:41] 面对挑战也就可以了，
[01:15:43] 好了，
[01:15:44] 面对挑战，
[01:15:45] 请问大家下。
[01:15:46] 它会有一个主体，
[01:15:47] 这个材料当中，
[01:15:49] 大家告诉我这个主体是谁？
[01:15:51] 有没有同学能够一眼给老师看出来？
[01:15:55] 这个主体有没有同学一眼看出来，
[01:15:58] 是不是指的h集团啊？
[01:16:00] 所以大家一起写h。
[01:16:02] 集团先把这个主体填下来，
[01:16:05] 申论大作文写作就是一场久违的完形填空OK写对策。
[01:16:11] 请问大家下他对策干了什么事情？
[01:16:14] 对策干了什么事情？
[01:16:16] 加大主业投入。
[01:16:18] 提高研发投入，
[01:16:20] 大家能够同意吗？
[01:16:21] 但是就是没有转行赚快钱，
[01:16:24] 而是坚持做实业。
[01:16:26] 哎呦，
[01:16:26] 我想把。
[01:16:27] 坚持做实业稍微的变换一下，
[01:16:30] 这样他不能说我是超材料，
[01:16:33] 坚持做实业，
[01:16:34] 我就把坚持。
[01:16:36] 改成一个始终。
[01:16:38] 对科技。
[01:16:42] 创新。
[01:16:45] 有着。
[01:16:48] 不懈追求，
[01:16:49] 大家一起写叫不懈追求也就可以了。
[01:16:53] 好了，
[01:16:54] 那有没有同学担心自己就是考试的时候？
[01:16:58] 不会改写有这种同学的话就敲个一，
[01:17:01] 没有这种同学的话就给老师敲个二。
[01:17:04] 各位，
[01:17:04] 我现在教你们一招，
[01:17:06] 保准你们马上就能够写出来。
[01:17:08] 各位，
[01:17:09] 以后你们就看完材料，
[01:17:10] 然后呢，
[01:17:11] 你就把材料一扔，
[01:17:12] 然后你就闭上眼睛，
[01:17:13] 你就自己内心里面想，
[01:17:15] 我一定要写的和材料一样，
[01:17:17] 我一定要写的和材料一样，
[01:17:18] 我就是学霸，
[01:17:19] 我尽力就是牛逼。
[01:17:20] 我就是学霸，
[01:17:21] 我就是牛逼，
[01:17:22] 我一定要和他写的一样，
[01:17:24] 然后你就写你写完了之后，
[01:17:25] 你会发现你写的绝对和他不一样，
[01:17:27] 直接就能够实现改写，
[01:17:29] 就你们那个小智商，
[01:17:30] 我太了解你们了。
[01:17:31] 所以你们根本不用担心，
[01:17:33] 说是不会改写的问题，
[01:17:35] 只要你认真的回忆，
[01:17:36] 尽量的想起想和他写的一样，
[01:17:39] 只要你不看材料，
[01:17:40] 一定是不一样好吧？
[01:17:42] 大家都是什么样的水平？
[01:17:43] 咱们哎呀，
[01:17:44] 都是一家人了，
[01:17:45] 也没有必要装了，
[01:17:47] 行不行？
[01:17:47] 同学们，
[01:17:48] 你就哎睁大你的眼睛，
[01:17:49] 然后一一闭，
[01:17:50] 你就想我一定要写的和你一样。
[01:17:53] 只要你脑子当中说这样一句话，
[01:17:55] 你就会把前面的词都忘了，
[01:17:57] 然后你写出来就一定不一样，
[01:17:59] 就会重新创新了。
[01:18:00] 好吧好了，
[01:18:01] 我们大家下。
[01:18:01] 他还干了什么对策，
[01:18:03] 你会发现不断加大主业投入，
[01:18:06] 如果想不断，
[01:18:07] 我可以把它换一个词，
[01:18:08] 请问可以换成什么词？
[01:18:10] 大家一起想持续。
[01:18:13] 加大主业投入。
[01:18:17] 主业投入好。
[01:18:20] 提高研发投入。
[01:18:22] 提高。
[01:18:24] 研发。
[01:18:26] 投入一起把它搞定好了，
[01:18:28] 那么产生这个影响，
[01:18:31] 请问大家下这个影响，
[01:18:33] 我为了怕别人说我抄。
[01:18:36] 我这句话我最好先不要把它放进去，
[01:18:39] 我怎么我怎么弄，
[01:18:41] 我可以大家一起写下来，
[01:18:43] 叫调换顺序。
[01:18:44] 大家把调换顺序搞定也就可以了，
[01:18:48] 哎，
[01:18:48] 我没有摘抄，
[01:18:49] 你看你不就是搞了。
[01:18:51] 多种减阻技术吗？
[01:18:53] 我把这个调到前面去。
[01:18:55] 才成功。
[01:18:57] 研发。
[01:19:00] 出多项。
[01:19:04] 检组技术。
[01:19:06] 检组还有一个技术。
[01:19:10] OK，
[01:19:10] 下面怎么办？
[01:19:12] 为国家队打造专业比赛装备。
[01:19:17] 为国家队打造专业比赛装备，
[01:19:20] 最后让我们成为第三大，
[01:19:23] 全球第三大。
[01:19:25] 就说这个集团，
[01:19:26] 你看你这样调一下顺序，
[01:19:28] 把这个当成第一个作用，
[01:19:30] 把这个当成第二个作用，
[01:19:32] 最后这个当成第三个作用，
[01:19:35] 你看。
[01:19:35] 我问大家一下，
[01:19:36] 我如果这样处理了，
[01:19:38] 他能不能说我是照抄材料？
[01:19:40] 能不能说我是照搬照抄材料？
[01:19:43] 你会发现完全不能。
[01:19:44] 好吧，
[01:19:45] 大家看这是问题，
[01:19:46] 这是主体，
[01:19:47] 这是改写的对策，
[01:19:48] 这是改写的对策，
[01:19:49] 这是改写的对策，
[01:19:51] 这是改写的影响，
[01:19:52] 调了一下顺序，
[01:19:53] 这是改写的影响，
[01:19:54] 调了一下顺序。
[01:19:56] 这是改写的影响，
[01:19:57] 调了一下顺序，
[01:19:58] 现在清晰了吗？
[01:19:59] 好，
[01:20:00] 大家来看一下。
[01:20:01] 这样我们就把它搞定了，
[01:20:03] 你看你到时候考试的时候就可以把这个例子放在这了，
[01:20:07] 现在清晰了吗？
[01:20:09] 清晰的话，
[01:20:10] 给老师打个机，
[01:20:11] 各位这一个例子主要是给大家讲一下如何从材料当中改写例子。
[01:20:17] 你把这个记住了也就行了，
[01:20:19] 但是我如果在考试的时候不会写这个例子怎么办？
[01:20:23] 你会发现我们的目标是在讲什么？
[01:20:26] 我们的分论点是在写什么？
[01:20:28] 是在写创新吧？
[01:20:29] 大家来看一下，
[01:20:30] 我们用这个万能的模板套一下就是。
[01:20:33] 敢创新，
[01:20:34] 既是贯彻新发展理念的重要举措，
[01:20:36] 也是响应人民群众共识和互生的应有之义，
[01:20:40] 更是关心我国经济社会发展全局的点睛之笔。
[01:20:43] 我国近些年高度重视创新工作，
[01:20:46] 成绩有目共睹，
[01:20:48] 然而也存在一定问题。
[01:20:50] 好了，
[01:20:50] 看看有没有问题啊？
[01:20:52] 那么啊，
[01:20:53] 比如说在有的领域存在墨守成规，
[01:20:56] 抱残守缺的情况，
