[00:00:00] 对呀。
[00:51:13] 大家把人类基因组给老师打出来，
[00:51:16] 你们知道为什么我要说人类基因组吗？
[00:51:20] 就是因为这个土木的专业的同学把我给想起来了，
[00:51:24] 各位你知道吗？
[00:51:25] 我们考大学那会儿就是搞人类基因组，
[00:51:28] 中国和全世界其他国家合作，
[00:51:31] 那个时候。
[00:51:31] 弄得很牛逼，
[00:51:33] 那个时候有一个专业叫生命科学。
[00:51:36] 或者是叫生物学，
[00:51:37] 或者叫上生物之类的，
[00:51:39] 有没有同学是学这个专业的，
[00:51:42] 各位那时候都觉得学的这个专业都很牛逼了。
[00:51:46] 结果后来学的这个院专业，
[00:51:48] 你只要不读到博士，
[00:51:49] 基本上就是废了的那种感觉，
[00:51:51] 我不知道我们同学当中有没有学这种专业的哈？
[00:51:55] 当时一听说学生命科学，
[00:51:57] 那时候中国加入人类基因组，
[00:51:59] 哎呀，
[00:51:59] 觉得很高大上，
[00:52:00] 很多分数高的人都去学这个专业，
[00:52:02] 最后学完了之后没有考上博士生，
[00:52:05] 全部都废了。
[00:52:06] 各位同学，
[00:52:07] 你们觉得人类基因组它可能涉及到什么学科，
[00:52:10] 就用自己最纯粹的，
[00:52:12] 最朴素的想法去想一下，
[00:52:14] 你写错了也无所谓。
[00:52:16] 那么，
[00:52:16] 人类基因组肯定要有生物学吧？
[00:52:20] OK，
[00:52:20] 除了生物学，
[00:52:21] 还要有什么大家觉得就是我们要呃人力基因组给你测一下你的DNA，
[00:52:27] 看看有没有反应什么的。
[00:52:29] 可能还有化学吧。
[00:52:31] 那而还可能有什么医学吧，
[00:52:33] 哎，
[00:52:33] 写错了也无所谓，
[00:52:35] 同学们。
[00:52:36] 请问大家一下，
[00:52:37] 人类基因组靠你自己搞能行吗？
[00:52:39] 还可能有计算机吧，
[00:52:40] 土木的就别再说了哈，
[00:52:41] 求你了好吧，
[00:52:42] 你们这个专业现在在地球上都找不到工作了，
[00:52:45] 还要到处往人家专业里面，
[00:52:47] 你看啊。
[00:52:47] 谁遇到什么不合适的都要填土木的，
[00:52:50] 就代表他现在就业不好就啊，
[00:52:52] 他着急了，
[00:52:53] 听懂了吗？
[00:52:53] 好了，
[00:52:54] 那我们把这两个想起来了之后，
[00:52:56] 剩下的例子就很简单了。
[00:52:58] 大家看加一句连接的词，
[00:53:00] 叫推及社会实践，
[00:53:02] 后面把这两个例子给我找出来。
[00:53:06] 把这两个例子给我找出来，
[00:53:08] 大家能不能看懂这个例子？
[00:53:11] 同学们，
[00:53:11] 这个例子的话，
[00:53:13] 我们就直接。
[00:53:14] 写了一个对策，
[00:53:15] 写了一个主体，
[00:53:17] 我们就直接写了一个主体，
[00:53:20] 我们就直接写了一个对策。
[00:53:23] 现在听懂了吗？
[00:53:24] 那么中间就是多学科之具体的学科，
[00:53:28] 中间就是多学科之具体的学科。
[00:53:32] 你只要是例子，
[00:53:34] 我们既可以用主体加对策，
[00:53:37] 加影响是吧？
[00:53:38] 也可以用主体加对策都是可以的。
[00:53:42] 现在大家觉得可以过的话，
[00:53:44] 就给老师打个过，
[00:53:45] 你看这个就把它全部搞定了，
[00:53:48] 你随便加两个例子，
[00:53:49] 整体来讲就完全不一样了。
[00:53:51] 好吧，
[00:53:52] 整体来讲就不一样了，
[00:53:53] 加完例子之后。
[00:53:55] 我们可以回扣一下我们的分论点啊，
[00:53:58] 我们可以对这个例子进行一个点评，
[00:54:00] 这句话可以有也可以没有我们这个例子，
[00:54:03] 很显然就是为了说明分论点的。
[00:54:06] 然后呢？
[00:54:06] 也就是啊，
[00:54:07] 就是可以加一句话，
[00:54:09] 但是如果我问大家一下，
[00:54:11] 就是如果在考试的时候我就没有加这句话，
[00:54:14] 你们觉得可以不？
[00:54:16] 我们没有加这句话，
[00:54:18] 你会发现也是可以的，
[00:54:20] 最后的话呢，
[00:54:21] 我们就来一个。
[00:54:22] 分论点的回扣。
[00:54:24] 分类点回扣，
[00:54:26] 分类点的回扣，
[00:54:27] 一般来讲第一句话就是增加句子。
[00:54:31] 增加句子，
[00:54:32] 你会发现你就是在说学科多样性，
[00:54:35] 那么你就是在说学科多样性，
[00:54:37] 然后我们就把它。
[00:54:39] 就是改还有一个改写句子，
[00:54:42] 还有一个就是调换顺序。
[00:54:44] 基本上就是分论点回扣，
[00:54:46] 那么学科多样性，
[00:54:48] 它是一个对策，
[00:54:49] 然后我们把这个对策丰富一下，
[00:54:52] 应该推动学科交叉平台建设。
[00:54:54] 破除院系壁垒，
[00:54:56] 然后呢，
[00:54:56] 另外一个构筑创新之基，
[00:54:58] 然后呢，
[00:54:59] 就是。
[00:55:00] 创新疆域或者开创创新发展新局面都是可以的，
[00:55:05] 最后让不同研究者协同攻关。
[00:55:08] 这个都是很简单的，
[00:55:09] 大家随便加几句词也就可以了，
[00:55:12] 但是如果说我们中间想不到这个词有没有其他的词可以替换？
[00:55:17] 比如说我们要能够做到积极有为好吧，
[00:55:21] 那么如果我不想写积极有为，
[00:55:24] 我写成一句话行不行？
[00:55:26] 比如说以。
[00:55:27] 奋发。
[00:55:28] 有为。
[00:55:30] 的精神状态，
[00:55:32] 你看这是精神层面的以奋发有为的精神状态，
[00:55:37] 你可以准备几句比较万能的。
[00:55:40] 好了，
[00:55:41] 你学习也好，
[00:55:42] 你干工作也好，
[00:55:43] 第一非法有为的精神状态，
[00:55:45] 大家一起写和。
[00:55:47] 求真。
[00:55:49] 五，
[00:55:49] 50。
[00:55:51] 的工作。
[00:55:54] 作风你看这个不就全部把它搞定了吗？
[00:55:58] 好吧好了，
[00:55:59] 大家觉得可以过的话就给老师打个过吧。
[00:56:02] 这一段也就给大家过了，
[00:56:04] 全部给大家搞好了，
[00:56:06] 你觉得这一段有没有在我们本身金教授的这个基础上？
[00:56:11] 去给大家进行一个拔高。
[00:56:14] 就是我们有没有比金教授还要厉害一点点哎，
[00:56:18] 金教授，
[00:56:19] 他往往只是关注他的科研领域，
[00:56:22] 就是赵老师和小马，
[00:56:23] 但是我们作为一个政府的。
[00:56:26] 管理人员，
[00:56:26] 我们能够想到人类基因组织计划，
[00:56:29] 我们能够想到哎，
[00:56:30] 北斗导航系统就可以了，
[00:56:32] 大家慢慢的要打开自己的想象力，
[00:56:35] 想到其他的好吧。
[00:56:36] 好，
[00:56:36] 那么如果大家。
[00:56:39] 在考试的时候真的不会的话，
[00:56:42] 我问大家下就是学科多样性，
[00:56:44] 既是推动经济社会又好又快发展的重要任务，
[00:56:48] 也是改善民生。
[00:56:49] 实现全面协调可持续发展的必然选择，
[00:56:52] 更是实现高质量发展的必由之路。
[00:56:54] 自己先套一下我们近些年高度重视学科多样性，
[00:56:58] 工作成绩有目共睹啊。
[00:57:00] 然后呢哦，
[00:57:00] 我们看到这个赵老师小马啊，
[00:57:03] 另外推及社会实践，
[00:57:05] 我们还看到北斗导航人类基因组。
[00:57:09] 所以我们需要怎么干？
[00:57:10] 你把上一段话改写一下，
[00:57:12] 依然是可以的，
[00:57:14] 行吗？
[00:57:14] 好了，
[00:57:14] 再带着大家来看一下第二个分论点，
[00:57:18] 各位拿到第二个分论点，
[00:57:20] 觉得脑袋稍微有点空白不？
[00:57:22] 当你空白的时候，
[00:57:24] 脑子当中应该记住袁东老师像个大哥哥一样。
[00:57:27] 站在尼克松身后说名言警句，
[00:57:30] 第二步说影响。
[00:57:31] 第三步说什么哪位同学可以告诉我，
[00:57:35] 第三步说对策或者是例子，
[00:57:38] 第四步说什么？
[00:57:39] 回扣一下我们的分论点好了，
[00:57:42] 这句话我们要谈名言警句的话，
[00:57:45] 大家能够谈哪一个名言警句？
[00:57:48] 可不可以告诉东哥这个名言警句，
[00:57:52] 我倒是不会写，
[00:57:53] 但是我就想到我们新教授有一个名言警句是材料当中的原词原句。
[00:57:59] 金教授，
[00:58:00] 他本来也是专家学者，
[00:58:02] 请问大家一下，
[00:58:04] 金教授深有感触的说这句话当中，
[00:58:07] 我为了能够。
[00:58:08] 就是我为了能够突出我的分论点，
[00:58:11] 差异化观点，
[00:58:12] 还有一个新视角和多样性有没有关系？
[00:58:16] 有关系的话是没有问题的吧，
[00:58:18] 各位这个时候我就为了防止我跑题啊，
[00:58:21] 我就为了说服阅卷人啊，
[00:58:23] 你看金教授这句话不就代表观点不是一种吗？
[00:58:27] 不就是代表视角不是一种吗？
[00:58:29] 不就是代表多样性吗？
[00:58:31] 所以我们论证的时候我就投机取巧，
[00:58:34] 我就把金教授的这句话。
[00:58:36] 写在这里面去，
[00:58:37] 大家觉得可以吗？
[00:58:39] 这个就完成了，
[00:58:40] 第一句叫名言警句的论证。
[00:58:43] 好了，
[00:58:44] 写完了名言警句，
[00:58:46] 请问大家下，
[00:58:47] 我没有话说了，
[00:58:49] 这个时候我就要写影响了，
[00:58:52] 写影响我不会写。
[00:58:54] 请问大家一下，
[00:58:55] 我怎么写？
[00:58:56] 我要想到袁东老师站在我身后说哪个词，
[00:59:00] 它对谁有影响吧？
[00:59:01] 好了，
[00:59:02] 我问大家一下，
[00:59:03] 我们要写的是哪个词的影响？
[00:59:06] 是不是要写的是视角多样性的影响啊？
[00:59:09] 视角。
[00:59:11] 多样性。
[00:59:13] 各位，
[00:59:13] 它对谁有影响呢？
[00:59:16] 对于我们个人，
[00:59:17] 对于我们团队是有影响的。
[00:59:21] 视角多样性对于我们个人团队有什么影响？
[00:59:25] 各位，
[00:59:26] 我有了视角，
[00:59:27] 他就可以随便想一个词。
[00:59:29] 就视角视角的话，
[00:59:31] 我有了这个视角就不是在盲人了，
[00:59:34] 那么它就可以打破。
[00:59:37] 认知盲区。
[00:59:39] 打破认知盲区，
[00:59:40] 这个没问题吧？
[00:59:42] 好了，
[00:59:43] 我有了新的视角，
[00:59:45] 他还跟可以给我们开辟。
[00:59:48] 新思路，
[00:59:48] 这个也没有问题吧？
[00:59:50] 好了，
[00:59:51] 那我问大家一下，
[00:59:53] 如果我在考试的时候，
[00:59:55] 我还这种是叫做。
[00:59:56] 正面论证，
[00:59:58] 那我如果想加一个反面论证，
[01:00:02] 大家觉得可行不？
[01:00:04] 如果我想加一个反面论证，
[01:00:07] 你觉得可行不？
[01:00:09] 大家能否告诉我，
[01:00:10] 如果我想加一个反面论证，
[01:00:13] 你觉得可行吗？
[01:00:14] 各位，
[01:00:14] 我觉得还是可行的吧，
[01:00:16] 各位怎么加一个反面论证？
[01:00:19] 就是我们就是多样性，
[01:00:21] 可以对于我们个人和团队，
[01:00:23] 让我们打破这只盲区。
[01:00:26] 开辟新思路，
[01:00:27] 多样性的反面是什么？
[01:00:30] 多样性的反面是不是大家就没有不同的想法，
[01:00:34] 大家视角都是一个视角，
[01:00:36] 大家的视角是不是就是同质化了？
[01:00:41] 如果你是同质化的话，
[01:00:43] 我这个时候我想举一个例子，
[01:00:46] 我我想打一个比喻，
[01:00:48] 你们觉得同质化它的比喻。
[01:00:50] 是不是就让我们？
[01:00:53] 像一个静水不流一样。
[01:00:57] 就会走向僵化，
[01:00:59] 随便想几个关键词就可以了，
[01:01:01] 各位你看啊，
[01:01:02] 影响你可以正过来说，
[01:01:04] 你也可以反过来说，
[01:01:06] 这是可以的。
[01:01:07] 这个答案不是唯一的，
[01:01:09] 所以你看你就能够口述出来了，
[01:01:12] 一个组织若长期沉溺于同质化思维。
[01:01:16] 便如静水不流，
[01:01:18] 就会走向僵化。
[01:01:20] 唯有引入多样化视角。
[01:01:24] 才能不断打破认知盲区，
[01:01:26] 开辟新思路。
[01:01:27] 你看，
[01:01:27] 只要你能够理解这种写作方法，
[01:01:30] 剩下的就像三年级小学生一样，
[01:01:33] 就可以直接造句。
[01:01:35] 完全没有问题的好吧，
[01:01:37] 大家看一个组织，
[01:01:39] 这是在说反面的。
[01:01:41] 然后这是在说正面的一起把它搞定也就可以了好吧。
[01:01:47] 好了，
[01:01:47] 下面我没有话了，
[01:01:49] 当你没有话的时候，
[01:01:51] 我问大家一下，
[01:01:52] 应该接下来干什么？
[01:01:54] 没有话的时候就要举例子，
[01:01:56] 举的这个例子一定要体现视角的多样性，
[01:02:00] 那么举的这个例子怎么写？
[01:02:02] 是不是就是主体加上对策，
[01:02:04] 再加上一个影响啊？
[01:02:06] 好了，
[01:02:06] 我们就找到这个视角附近的例子，
[01:02:09] 带着大家稍微的去把它改写一下。
[01:02:12] 大家看这个视角是在这个地方出现的，
[01:02:16] 然后呢？
[01:02:17] 请问这句话当中能不能体现出视角？
[01:02:21] 大家告诉我，
[01:02:22] 哎，
[01:02:22] 能不能体现出视角？
[01:02:24] 你看我们这里面有博士的视角，
[01:02:27] 也硕士的视角，
[01:02:28] 本科生的视角是吧？
[01:02:30] 你可以提出你的啊，
[01:02:32] 质疑你的建议的视角。
[01:02:33] 哎，
[01:02:34] 你可以提出啊，
[01:02:35] 就是讨论的视角完全没有问题的，
[01:02:38] 所以我们就把这句话改写主体。
[01:02:41] 对策还有一个影响。
[01:02:44] 好了，
[01:02:44] 我问大家一下，
[01:02:46] 就是这个里面的主体是指的谁？
[01:02:48] 哪位同学告诉我这个主体是不是他是一个团队啊？
[01:02:52] 他不只是一个人啊，
[01:02:54] 就是我们材料当中说的。
[01:02:56] 环境考古团队吧，
[01:02:58] 所以大家一起写环境。
[01:03:00] 考古。
[01:03:02] 团队哎，
[01:03:04] 把它搞定。
[01:03:05] 好了，
[01:03:06] 环境考古团队在这个里面干了什么事情？
[01:03:10] 干了一个对策，
[01:03:11] 这个对策请问是在干什么？
[01:03:14] 在每周组会上。
[01:03:17] 在美洲。
[01:03:20] 组会上。
[01:03:22] 在每周组会上，
[01:03:24] 然后。
[01:03:25] 你会发现他干了什么，
[01:03:27] 鼓励大家随时提问，
[01:03:29] 积极讨论，
[01:03:30] 我就跨剧合并，
[01:03:32] 大家一起写。
[01:03:33] 鼓励。
[01:03:35] 好了，
[01:03:36] 我为了防止别人说我摘抄，
[01:03:39] 我就把大家换成各年级学生，
[01:03:42] 博士，
[01:03:43] 硕士，
[01:03:43] 就是各年级。
[01:03:44] 学生。
[01:03:48] 随时提问，
[01:03:48] 积极讨论。
[01:03:49] 我的妈呀，
[01:03:50] 我这个时候我不想和他一样，
[01:03:53] 我就稍微的啊，
[01:03:54] 变换一下我就写。
[01:03:56] 畅所欲言。
[01:03:57] 我用再把它给我进行一个颠倒顺序，
[01:04:01] 畅所欲言，
[01:04:02] 我就永远让你猜不出我要写哪一个。
[01:04:06] 还有质疑，
[01:04:07] 我就不用提出，
[01:04:09] 我就直接写大胆质疑，
[01:04:11] 你看这样的话，
[01:04:12] 你永远不会和别人写出来一样的文章，
[01:04:15] 你永远就是个性化的文章。
[01:04:18] 好了，
[01:04:18] 接着我问大家一下，
[01:04:20] 它会产生一个什么样的结果呢？
[01:04:23] 它这个结果和影响没有，
[01:04:25] 那我们就自己随便写一下。
[01:04:28] 推动对谁有影响？
[01:04:30] 对于师生有影响，
[01:04:32] 推动师生。
[01:04:34] 平等交流。
[01:04:39] 深度探讨。
[01:04:42] 深度。
[01:04:45] 探讨一起把它搞定，
[01:04:46] 你看这个不就把它搞定了吗？
[01:04:49] 所以大家来看一下，
[01:04:50] 当然你你也可以写成其他的也没有问题，
[01:04:54] 大家看这个例子。
[01:04:55] 这是一个主体，
[01:04:56] 这是一个对策，
[01:04:58] 这是一个影响，
[01:04:59] 但是我为了防止我和其他人一样，
[01:05:02] 我还专门的加了一句材料当中没有的。
[01:05:05] 打破资历与层级，
[01:05:07] 必为你看随便加一句就可以了，
[01:05:10] 这时候你绝对和别人不一样，
[01:05:12] 但是我再问大家一下。
[01:05:14] 就是这个就是例子，
[01:05:16] 这是结合材料的，
[01:05:17] 你们觉得这个视角的多样性，
[01:05:20] 除了在我们科研领域，
[01:05:22] 在其他领域能不能成立啊？
[01:05:24] 所以我们还要不拘泥于材料，
[01:05:27] 看看再能不能举一个例子，
[01:05:29] 各位大家来想一想，
[01:05:31] 就是我们这种视角的话。
[01:05:33] 你们觉得还有什么样的例子，
[01:05:36] 大家告诉我这个视角，
[01:05:38] 哎呀，
[01:05:39] 你随便举哪个企业，
[01:05:40] 哪个公司，
[01:05:41] 哪个团队？
[01:05:42] 都是可以的，
[01:05:43] 比如说你举一个华为的例子，
[01:05:46] 他们内部有没有视角啊？
[01:05:48] 有视角吧，
[01:05:49] 华为它中间有红军，
[01:05:50] 还有一个蓝军。
[01:05:52] 哎，
[01:05:52] 这不就是提供两种视角吗？
[01:05:55] 另外一个我再问大家一下，
[01:05:57] 还有中国航天有没有例子？
[01:06:00] 中国航天。
[01:06:01] 你会发现他也有例子，
[01:06:03] 比如说他的对策就是搞了一个双享的这种制度。
[01:06:08] 另外一个，
[01:06:09] 我问大家一下，
[01:06:10] 还有什么样的视角的例子，
[01:06:12] 你可以举从微观到啊，
[01:06:14] 到这个什么到中观，
[01:06:16] 然后呢，
[01:06:16] 到宏观都是可以举的。
[01:06:18] 我问大家一下，
[01:06:20] 还有什么视角？
[01:06:21] 小米就不要举了哈，
[01:06:22] 我知道大家很多也是小米的粉丝，
[01:06:25] 但是在我们国家层面，
[01:06:26] 所有的企业就是没有争议的啊，
[01:06:28] 我就说站在公务员的这个角度上来讲，
[01:06:31] 没有争议的。
[01:06:32] 就是那个华为好吧，
[01:06:34] 大家啊，
[01:06:34] 现在还有什么大疆现在还有什么啊，
[01:06:38] 比亚迪之类的啊，
[01:06:39] 大家就不要再去举这个小米了啊，
[01:06:42] 因为到时候。
[01:06:43] 你举例子，
[01:06:44] 你不是为了说证明你是他的粉丝，
[01:06:46] 你不要产生那些争议的例子，
[01:06:48] 就是可以的吧，
[01:06:49] 行不行？
[01:06:50] 好了，
[01:06:50] 字节跳动不是啊，
[01:06:52] 再给大家说一下，
[01:06:53] 尽量不要举就是就是国外公司的例子，
[01:06:57] 一般就是在我们传统人的印象当中是民族企业的也就可以了。
[01:07:02] 行不行？
[01:07:03] 还有很多同学呢，
[01:07:04] 我看了，
[01:07:05] 就是在批改上还专门的艾特我了一下，
[01:07:08] 他举了一个例子，
[01:07:09] 叫什么叫丰田的例子？
[01:07:11] 各位，
[01:07:11] 你要是把举丰田的例子，
[01:07:13] 你就别怪越剧人，
[01:07:14] 到时候把你当成日本人一样去找行吧，
[01:07:17] 你还丰田的例子，
[01:07:19] 丰田很快就倒闭了，
[01:07:20] 咱们国家新能源车现在发展的这么快。
[01:07:23] 正常竞争，
[01:07:24] 丰田就倒闭了，
[01:07:25] 我跟你说一下，
[01:07:26] 要不是各国有贸易壁垒的话，
[01:07:28] 就咱们国家这个新能源汽车，
[01:07:30] 还有传统的能源汽车，
[01:07:31] 直接就把他们全部改掉了。
[01:07:33] 什么德系？
[01:07:34] 什么叫做日系？
[01:07:35] 美系根本就撑不住，
[01:07:37] 你们知道吗？
[01:07:38] 就咱们国家没有新能源车之前。
[01:07:41] 所有的女同学来找我咨询要买什么车的，
[01:07:44] 谁要预算稍微够的，
[01:07:46] 你知道我会给他们推荐什么车，
[01:07:49] 大家猜一下。
[01:07:50] 你知道我会给他们推荐什么车，
[01:07:52] 所有的女生只要是女生啊，
[01:07:54] 然后呢，
[01:07:54] 只要是女生长得比较漂亮的，
[01:07:56] 然后还没有对象的，
[01:07:58] 你知道我给他们推荐什么车？
[01:08:00] 各位，
[01:08:00] 你们这些人都是没有品位的，
[01:08:03] 我给我的所有的女同女的女学生啊，
[01:08:06] 推荐的车就是一款叫做。
[01:08:08] 奔驰c的车，
[01:08:09] 哎呀，
[01:08:10] 兄弟们，
[01:08:10] 你知道吗？
[01:08:11] 那时候没有国产车之前，
[01:08:13] 所有女同学只要说老师，
[01:08:15] 我这个有预算，
[01:08:17] 开哪辆车就是奔驰c1看。
[01:08:19] 就是极其高端，
[01:08:20] 然后呢？
[01:08:21] 而且很多女同女同学那个那个那个是吧？
[01:08:24] 身材又好，
[01:08:25] 坐在这里面，
[01:08:26] 哎呀，
[01:08:26] 穿的又漂亮，
[01:08:27] 去开着上班多好啊。
[01:08:29] 好吗？
[01:08:29] 同学们哎。
[01:08:31] 好了，
[01:08:31] 大家来看一下，
[01:08:32] 所以我们这个大家把华为的例子，
[01:08:35] 还有中国航天的例子都给大家找出来了。
[01:08:39] 那么，
[01:08:39] 华为的例子还有中国航天的例子怎么办？
[01:08:43] 大家一看就是这个例子。
[01:08:45] 是在说主体，
[01:08:47] 再加上一个对策，
[01:08:49] 再加上一个影响。
[01:08:52] 好了，
[01:08:52] 请问这个主体是指什么？
[01:08:55] 大家一起看男生必须是干迈腾三八零，
[01:08:59] 哎呀，
[01:09:00] 这一看。
[01:09:01] 什么我跟你们说一下，
[01:09:02] 只要是男生就是自己觉得自己应该开什么帕萨特的，
[01:09:06] 自己应该开迈腾的，
[01:09:07] 哎，
[01:09:07] 这想都不用想，
[01:09:08] 一般都是山东河北山河四省这一块的。
[01:09:11] 好吧，
[01:09:11] 你像在广东那边的话呢，
[01:09:13] 南方一般就是开什么叫做丰田啊，
[01:09:16] 还有本田就那南方都是这样，
[01:09:18] 北方都是北方，
[01:09:19] 你知道吗？
[01:09:20] 他们从来不觉得什么bbi多么牛逼，
[01:09:22] 北方的男的。
[01:09:23] 最喜欢的就是体制内的，
[01:09:25] 尤其是山东的哈，
[01:09:26] 像我们这些老土就喜欢开一个帕萨特，
[01:09:29] 然后后面弄点花生油，
[01:09:31] 弄点过年单位发的米面去老丈人家，
[01:09:34] 总觉得自己就高人一等。
[01:09:35] 它开起来比宝马还香，
[01:09:37] 你知道这没办法，
[01:09:38] 兄弟们这不同的地方，
[01:09:40] 它不一样，
[01:09:41] 知道吧？
[01:09:41] 好了，
[01:09:41] 大家来看一下，
[01:09:42] 这个是主体华为公司。
[01:09:44] 然后这个对策长期推行蓝军机制，
[01:09:47] 然后呢，
[01:09:48] 专门设立团队，
[01:09:49] 从对立视角对主流方案进行批判和挑战。
[01:09:53] 然后影响帮助，
[01:09:55] 在战略决策中发现盲点，
[01:09:57] 实现突破。
[01:09:58] 好吧，
[01:09:58] 接着主体中国航天他干了什么对策呢？
[01:10:02] 对策就是搞了一个双享的制度。
[01:10:05] 发动全体人员回向隐患预想风险，
[01:10:08] 那么产生什么影响呢？
[01:10:10] 以视角多样性致密安全之网，
[01:10:12] 这就是影响现在听懂了吗？
[01:10:14] 各位那么一般写完例子之后，
[01:10:17] 我们如果字数够的话，
[01:10:19] 可以对这个例子进行一个点评，
[01:10:22] 点评本质上就是第一次对分论点的回扣。
[01:10:25] 你就是你看多元视角和多元视角回扣了另外一个创新和创新回扣了好吧，
[01:10:32] 或者是创造都是可以的。
[01:10:34] 好了，
[01:10:35] 我再问大家一下，
[01:10:37] 最后我们要写什么？
[01:10:38] 最后我们要回扣一下我们的分论点，
[01:10:42] 回扣分论点可以增加句子。
[01:10:44] 可以增加句子，
[01:10:46] 可以改写句子。
[01:10:48] 还可以干什么？
[01:10:49] 还可以调换一下相应的顺序，
[01:10:53] 好了，
[01:10:53] 这个视角的多样性。
[01:10:55] 这个视角的多样性应该怎么办？
[01:10:58] 视角的多样性，
[01:10:59] 我们把它变成就是唱反调机制化，
[01:11:02] 常态化，
[01:11:02] 你看这不就是代表视角多样性吗？
[01:11:05] 然后呢，
[01:11:05] 接着增设质疑和辩论的环节，
[01:11:08] 这不也是视角多元性，
[01:11:09] 具体的做法吗？
[01:11:10] 质疑和辩论就是残战当中的原词原句，
[01:11:13] 最终就是点燃创新创作之火就可以了。
[01:11:16] 好了，
[01:11:17] 这一段大家觉得可以过的话，
[01:11:19] 就给老师打个过，
[01:11:21] 大家看这一句话是在说名言警句，
[01:11:24] 这一句话是在说影响。
[01:11:26] 先论证了反面的影响，
[01:11:28] 又论证了正面的影响，
[01:11:30] 这句话是给我们说的一个。
[01:11:33] 材料当中的例子，
[01:11:34] 材料当中的例子，
[01:11:36] 有主体，
[01:11:37] 有对策，
[01:11:37] 有对策，
[01:11:38] 有影响啊，
[01:11:39] 有影响，
[01:11:40] 然后这句话是材料之外的例子，
[01:11:43] 有主体。
[01:11:43] 有对策，
[01:11:44] 有对策，
[01:11:45] 还有一个影响，
[01:11:47] 还有一个影响，
[01:11:48] 那么有主体有对策，
[01:11:50] 有对策，
[01:11:51] 有影响。
[01:11:52] 最后呢，
[01:11:52] 对这个例子点评，
[01:11:54] 第一次回扣，
[01:11:55] 然后呢，
[01:11:56] 接着最后对例子再进行一个写宏观的对策，
[01:12:00] 第二次回扣。
[01:12:01] 其实比较简单好吧，
[01:12:03] 好不会举例子怎么办？
[01:12:05] 有没有同学是在这个环节有问题？
[01:12:09] 有没有同学是在这个环节有问题，
[01:12:11] 就这些例子，
[01:12:12] 自己在考试的时候就想不起来，
[01:12:15] 想不起来的话呢，
[01:12:16] 有两个第一个可以编。
[01:12:18] 可以编各位，
[01:12:19] 那如果我在考试的时候，
[01:12:21] 我就知不知道华为或者我就不知道航天我能不能把华为就写成某些企业？
[01:12:28] 大家觉得可以不？
[01:12:30] 我就自己编一个某些企业啊，
[01:12:34] 红蓝军或者是不同视角。
[01:12:37] 大家觉得可以不？
[01:12:38] 我就编一个某某些团队啊，
[01:12:41] 双响制度或者是不同视角可以不是可以的，
[01:12:45] 你不用举具体的名字。
[01:12:48] 另外一个就是大家还是要有点积累，
[01:12:50] 在你们买的那个方法实战班里面，
[01:12:53] 我给大家准备了大作文的专项，
[01:12:56] 专大作文的那个素材。
[01:12:57] 另外呢，
[01:12:58] 微信群里边每天不都是给你们发一篇高分，
[01:13:02] 发两篇高分样卷范文吗？
[01:13:04] 每天把它看一看。
[01:13:05] 啊，
[01:13:05] 不用背就看做无用功，
[01:13:07] 每天就看你看着看着你就会通了，
[01:13:10] 大家觉得可以吗？
[01:13:12] 初心更好，
[01:13:12] 就别再写了好吗？
[01:13:14] 求求大家了啊，
[01:13:15] 别人以后问你说你知不知道什么叫初心公考，
[01:13:18] 你说初心公考是谁啊？
[01:13:19] 别人知道是袁，
[01:13:20] 你知不知道袁东啊？
[01:13:22] 不知道是吧，
[01:13:23] 政审的时候政审的时候问你什么，
[01:13:25] 你知不知道什么叫粉笔啊？
[01:13:27] 这个粉笔不就是我们小时候老师在黑板擦上那个粉笔吗？
[01:13:31] 是吧？
[01:13:32] 哎，
[01:13:32] 就是不要不要知道这些啊，
[01:13:34] 你知道这些有什么用呢？
[01:13:36] 是不是兄弟们？
[01:13:37] 好了，
[01:13:37] 那么当然，
[01:13:38] 大家如果说想套用这个模板的话，
[01:13:41] 如果你基础特别差，
[01:13:43] 你可以直接套用一下也就可以了，
[01:13:45] 好吧？
[01:13:46] 好了，
[01:13:46] 再接着给大家粉笔打钱是吧？
[01:13:49] 哎呀，
[01:13:49] 给广告费，
[01:13:50] 各位，
[01:13:50] 我要去问粉笔的老板，
[01:13:52] 我的张小龙。
[01:13:53] 老哥哥，
[01:13:54] 要一下这个费用了啊，
[01:13:56] 好了再带着大家一起往下走，
[01:13:58] 大家来看一下废美多样性，
[01:14:01] 涵养创新土壤。
[01:14:02] 请问大家下这句话应该怎么把它搞定？
[01:14:05] 哪位同学可以告诉我，
[01:14:07] 拿到它之后又一次崩溃了，
[01:14:09] 不要着急，
[01:14:10] 记住东哥的话，
[01:14:11] 第一步就是名言警句。
[01:14:13] 第二步就是影响，
[01:14:15] 第三步就是对策或者是例子。
[01:14:18] 当然，
[01:14:19] 这节课给大家加了，
[01:14:20] 有的时候可以加第一次点评，
[01:14:23] 第四步叫什么回扣，
[01:14:24] 我们的分论点好的，
[01:14:26] 我问大家一下，
[01:14:27] 你觉得就是对于我们来说就是写这个名言警句。
[01:14:31] 我真的写不出来，
[01:14:32] 那咱们就不要强行写，
[01:14:34] 接着我就直接写，
[01:14:36] 影响各位写影响的话，
[01:14:38] 哎呀我的妈呀。
[01:14:39] 我我真的就不会写影响怎么办？
[01:14:42] 我一定要想写哪个词的影响，
