[00:00:00] 要别人去。
[00:50:07] 你们告诉我题干当中这句话，
[00:50:10] 哪一个可以代表对策？
[00:50:13] 如果是我的话，
[00:50:14] 我觉得电力自由可以代表一个对策，
[00:50:18] 这个大家同意吧，
[00:50:19] 然后哪一个词可以代表影响？
[00:50:22] 你你有了电力自由这个对策，
[00:50:24] 你干了电力自由这件事情，
[00:50:26] 然后就会让我们产生一个影响产业竞争优势，
[00:50:30] 我觉得。
[00:50:30] 产业竞争。
[00:50:35] 优势给老师就可以放在影响里边了，
[00:50:39] 好了，
[00:50:39] 这时候我就知道我要得分了，
[00:50:42] 剩下就是润色。
[00:50:43] 请问大家一下，
[00:50:44] 我如果想把它变成一个对策的话，
[00:50:47] 要加一个动词，
[00:50:48] 加哪个动词？
[00:50:49] 我实在想不起来了，
[00:50:51] 记住了，
[00:50:51] 以色列的以。
[00:50:52] 然后后面加一个破题也就可以了，
[00:50:55] 哎呦，
[00:50:55] 那有的同学说老师，
[00:50:57] 我觉得万一我其他同学也用到破题了，
[00:51:00] 没关系，
[00:51:01] 这至少保了你的命啊。
[00:51:03] 但是我们想把它换一下，
[00:51:05] 大家觉得能不能换，
[00:51:06] 各位我带着大家换一下，
[00:51:08] 比如说我把它换成一个。
[00:51:11] 注根基这种词，
[00:51:12] 大家觉得可以不？
[00:51:14] 可以不助根基这种词，
[00:51:17] 你觉得可以不以电力自由助根基，
[00:51:20] 然后它有什么样的结果和影响呢？
[00:51:24] 加一个动词，
[00:51:25] 我可以赋能。
[00:51:29] 产业竞争优势，
[00:51:31] 如果说我觉得这个词还可以加一个。
[00:51:35] 新优势，
[00:51:36] 大家觉得可以不赋能产业竞争，
[00:51:40] 新优势或者会旧。
[00:51:42] 产业竞争优势，
[00:51:44] 后面给老师加三个字加哪三个字？
[00:51:48] 新篇章。
[00:51:50] 或者是新途径，
[00:51:52] 大家觉得可以吗？
[00:51:54] 哎，
[00:51:54] 那有的同学说老师我就不想用这个，
[00:51:57] 我还想再变化一下，
[00:51:59] 我变换一个动词，
[00:52:00] 我把它变化成破化。
[00:52:02] 大家觉得这个词可以不破坏产业竞争优势。
[00:52:08] 后面给我加三个词，
[00:52:09] 我觉得你们应该能够给老师加出来破画，
[00:52:13] 一般是破画的什么？
[00:52:14] 当然你这个破画，
[00:52:16] 但是你别写个错别字啊。
[00:52:18] 如果你标题写了错别字，
[00:52:19] 整个你的文章绝对不会高的啊，
[00:52:22] 上来就自己把自己干晕了，
[00:52:24] 各位。
[00:52:24] 新蓝图，
[00:52:25] 大家觉得可以吧？
[00:52:26] 哎，
[00:52:26] 你们这个词还用的很好，
[00:52:28] 它是千变万化的，
[00:52:30] 你首先你做到不跑题，
[00:52:31] 剩下的千变万化会越来越好的。
[00:52:34] 这是浙江省考的题目。
[00:52:36] 你看一个题目就50分，
[00:52:38] 如果你的标题当中不含有电力自由，
[00:52:41] 不含有产业竞争优势，
[00:52:42] 基本上就挂掉了，
[00:52:43] 你说50分一挂掉。
[00:52:45] 直接就干掉干掉40分，
[00:52:47] 谁能够撑得住啊？
[00:52:48] 所以大作文一定要注意审题。
[00:52:51] 好吧，
[00:52:51] 好了，
[00:52:52] 我再给大家来看一下，
[00:52:54] 以电力自由助根基赋能产业竞争新优势，
[00:52:58] 这就是标题。
[00:52:59] 好了，
[00:53:00] 再来看一下。
[00:53:01] 这个总论点电力自由，
[00:53:03] 然后呢，
[00:53:04] 接着赋能产业竞争新优势，
[00:53:07] 然后呢，
[00:53:08] 产业竞争优势也就可以了。
[00:53:10] 中间怎么样？
[00:53:12] 你可以写写产电力自由，
[00:53:14] 它的一个影响它的一个影响它的一个影响它的一个影响。
[00:53:20] 只要你说的合情合理就行，
[00:53:22] 加几句废话，
[00:53:23] 这几句话从材料当中也可以抄好吧，
[00:53:26] 当然你如果不想写影响的话，
[00:53:28] 就说写电力自由的分论点写对策。
[00:53:31] 给我塞进去也是可以的，
[00:53:33] 没毛病哈，
[00:53:34] 没毛病，
[00:53:34] 好的再带着大家一起往下走，
[00:53:37] 大家来看一下，
[00:53:38] 这是广，
[00:53:39] 这是浙江，
[00:53:40] 依然是浙江的。
[00:53:41] 题目我们来看一下，
[00:53:43] 这个题目应该怎么把它搞定？
[00:53:45] 同学们，
[00:53:46] 你们觉得标题。
[00:53:47] 前半句等于一个对策，
[00:53:50] 后半句等于一个影响。
[00:53:53] 大家抓紧时间跟我说一下，
[00:53:56] 就这句话，
[00:53:58] 前半句是对策还是影响各位做强？
[00:54:02] 生产性服务业，
[00:54:03] 我觉得它是一个对策。
[00:54:05] 做桥。
[00:54:10] 生产性。
[00:54:12] 服务业一起把它搞定。
[00:54:16] 好了，
[00:54:17] 然后它会有什么影响？
[00:54:18] 它的影响是不是就是这个我我本质上可以用这个的，
[00:54:23] 但是我最好不用这个为什么？
[00:54:26] 这个时候大家一定要注意，
[00:54:28] 有一个微妙的区别。
[00:54:29] 为话题和为题，
[00:54:32] 请问处理的方式是不是一样？
[00:54:36] 为话题尽量的要自拟标题，
[00:54:39] 如果为题就可以直接摘抄为题，
[00:54:43] 就是为题目的意思好吧，
[00:54:45] 所以你这个是为话题。
[00:54:48] 如果你再用赋能新质生产力发展有点直接摘抄了，
[00:54:52] 所以我可以稍微把它变化一下，
[00:54:54] 变化的时候我有一个基本的原则。
[00:54:57] 心智。
[00:55:00] 生产力。
[00:55:01] 就是不能变，
[00:55:02] 前面加一个动词，
[00:55:04] 后面加一个影响加哪个动词？
[00:55:07] 哪位同学可以告诉我？
[00:55:09] 为新质生产力。
[00:55:12] 加一个动词。
[00:55:13] 注入澎湃动能哎，
[00:55:16] 注入澎湃。
[00:55:18] 动能也是可以的啊，
[00:55:20] 为新质生产力注入澎湃动能，
[00:55:23] 那么但是如果在考试的时候，
[00:55:25] 哎，
[00:55:26] 我觉得这个词比较长了，
[00:55:28] 我后面不加尾巴。
[00:55:29] 前面就给老师加一个动词，
[00:55:32] 你觉得如果不想用负责的话，
[00:55:35] 可以加哪一个动词？
[00:55:37] 哪个同学可以告诉我，
[00:55:39] 还可以写那么助力新质生产力，
[00:55:41] 大家觉得行吧，
[00:55:42] 助力我肯定也是没问题的嘛，
[00:55:45] 对不对？
[00:55:45] 好，
[00:55:46] 再接着给大家往下走。
[00:55:50] 好了，
[00:55:51] 以为话题和为主题是一样的，
[00:55:54] 就一般需要大家自拟一个标题，
[00:55:57] 你不要直接摘抄啊。
[00:55:59] 但是如果是为题，
[00:56:01] 还有为题目，
[00:56:02] 你就直接给我摘抄也就可以了，
[00:56:05] 好吧好了，
[00:56:06] 这个大家来看一看。
[00:56:08] 就是这是一个对策和影响，
[00:56:11] 然后这是一个对策，
[00:56:14] 和它直接绑定，
[00:56:15] 这个是一个。
[00:56:17] 新质生产力和它进行一个绑定，
[00:56:20] 中间的话呢，
[00:56:21] 大家可以加几句影响的话，
[00:56:23] 加几句影响的话，
[00:56:25] 没问题的。
[00:56:26] 好吧好了，
[00:56:27] 不一定要对照啊，
[00:56:28] 合情合理就行了，
[00:56:30] 当然如果你觉得想对照那更好，
[00:56:33] 也没有问题。
[00:56:34] 大家来看一下这个题目，
[00:56:36] 首先我把这个题目给大家，
[00:56:39] 从这个地方做一个切分，
[00:56:41] 那么分成了两半。
[00:56:43] 我问大家一下，
[00:56:44] 在我们拟标题的时候是以前半句话为根本还是以后半句话为根本？
[00:56:52] 你先把这个。
[00:56:53] 一定判断好，
[00:56:54] 如果这个靶向靶子没有判断好的话，
[00:56:57] 我们待会就会出现偏差了，
[00:57:00] 有没有同学能够告诉我为什么要以？
[00:57:03] 后面的这句话为根本，
[00:57:05] 同学们记住了，
[00:57:07] 人家让你围绕这个主题，
[00:57:09] 自拟标题，
[00:57:10] 自选角度，
[00:57:11] 这个叫就近原则。
[00:57:13] 能够听懂了吗？
[00:57:14] 好了，
[00:57:14] 就近原则当中题干当中给了我一句话，
[00:57:18] 打造一支强大的。
[00:57:20] 乡村振兴人才队伍，
[00:57:22] 请问大家下哪一个词可以理解成是一个对策？
[00:57:27] 哪位同学可以告诉我？
[00:57:29] 哪一个词可以理解成一个对策，
[00:57:33] 是不是人才队伍是对策人才队伍？
[00:57:36] 我前面希望大家给老师加一个动词。
[00:57:40] 你们觉得加哪一个动词比较合适？
[00:57:43] 这个时候动词我就直接用现成的打造也就可以了。
[00:57:47] 好，
[00:57:47] 它会产生一个影响，
[00:57:49] 请问会产生什么样的影响？
[00:57:52] 哪位同学能够告诉我，
[00:57:55] 影响我优先还是要从？
[00:57:57] 题干当中，
[00:57:58] 找乡村振兴哎一起把它搞定。
[00:58:01] 乡村振兴，
[00:58:02] 如果加一个动词的话，
[00:58:04] 大家觉得加哪一个动词呢？
[00:58:07] 我可以写实现乡村振兴，
[00:58:09] 我可以写助力乡村振兴啊，
[00:58:12] 都是可以的好吧。
[00:58:14] 你看这个也就搞定了，
[00:58:16] 那我问大家一下，
[00:58:18] 就是前面这句话可以干什么？
[00:58:20] 哪个同学可以告诉我打造人才队伍前面这句话可以干什么？
[00:58:26] 哎喂喂，
[00:58:26] 前面这句话记住了，
[00:58:28] 这是一句话，
[00:58:29] 这是两句话，
[00:58:30] 这是三句话，
[00:58:32] 其实它可以做分论点，
[00:58:34] 这个到时候再说，
[00:58:35] 这节课先不讲它行吗？
[00:58:38] 给你买了一个伏笔，
[00:58:40] 大家看啊，
[00:58:41] 打造人才队伍，
[00:58:42] 你只要把这个搞定了之后就搞定了。
[00:58:46] 这个人才队伍，
[00:58:47] 你把打造人才队伍稍微的变换一个表述说，
[00:58:51] 把它啊摆在突出位置，
[00:58:52] 实现乡村振兴，
[00:58:54] 然后呢，
[00:58:54] 实现乡村振兴。
[00:58:55] 然后呢，
[00:58:56] 中间这句话。
[00:58:58] 有没有影响中间这句话，
[00:59:00] 记住了，
[00:59:01] 就是写写你的对策，
[00:59:02] 以及这个对策带来的一个影响都是可以的，
[00:59:06] 自己加几句话，
[00:59:07] 把材料当中关键词引进去。
[00:59:10] 好吧，
[00:59:10] 后期会给大家教到，
[00:59:12] 别着急。
[00:59:12] 好了，
[00:59:13] 我现在问大家下拿到这个题目应该怎么办？
[00:59:17] 从这个地方做一个华丽的分割线，
[00:59:20] 请问我们在拟标题的时候。
[00:59:22] 前半句是对策，
[00:59:24] 后半句是影响。
[00:59:26] 那么，
[00:59:27] 我们是以。
[00:59:28] 前半句。
[00:59:30] 为根本去拟标题，
[00:59:31] 还是以后半句为根本去拟标题，
[00:59:34] 这个是很重要的，
[00:59:35] 你如果这个搞错了，
[00:59:37] 基本上就没得找了。
[00:59:38] 各位是不是为主题拟题目就近原则，
[00:59:42] 所以我们要说的还是一个乡村善治。
[00:59:46] 一起把它搞定，
[00:59:47] 乡村善治，
[00:59:48] 前面给老师加一个动词，
[00:59:50] 大家觉得加哪个动词？
[00:59:53] 是不是叫完善乡村善治啊？
[00:59:55] 好完善乡村善治，
[00:59:57] 请问大家一下，
[00:59:59] 它有影响这个时候题干当中有没有说可以作为影响的话？
[01:00:05] 我觉得没有吧，
[01:00:06] 我觉得没有，
[01:00:07] 但是我写影响写不出来的话，
[01:00:10] 我脑子当中始终有根弦，
[01:00:13] 我要想对谁有影响？
[01:00:14] 各位，
[01:00:15] 你把乡村善治搞好了，
[01:00:17] 对于谁有影响？
[01:00:18] 对于乡村有没有影响？
[01:00:20] 有吧？
[01:00:21] 对于乡村有什么影响？
[01:00:23] 可以写一个。
[01:00:25] 推动实现乡村振兴吧实现。
[01:00:30] 乡村振兴，
[01:00:30] 只要遇到乡村的乡村振兴这个词呢，
[01:00:34] 基本上都能够用得上去啊。
[01:00:36] 实现乡村振兴。
[01:00:37] 好了，
[01:00:38] 完善乡村善治，
[01:00:39] 推动乡村振兴，
[01:00:40] 当然这个词我不建议大家这样写啊，
[01:00:43] 我不这样建议大家这样写，
[01:00:45] 当然。
[01:00:46] 我问大家一下，
[01:00:47] 这是第一个，
[01:00:48] 这是第二个，
[01:00:49] 这是第三个，
[01:00:50] 请问这三个可以作为我们的什么话，
[01:00:53] 哪位同学可以告诉我？
[01:00:55] 是不是这是分论点一，
[01:00:57] 这是分论点二，
[01:00:58] 这是分论点三，
[01:01:00] 既有法治，
[01:01:01] 德治和自治为代表的对策，
[01:01:03] 又有定分指争，
[01:01:05] 春风化雨，
[01:01:05] 内销矛盾的一个影响。
[01:01:08] 这个大家能够同意吧，
[01:01:09] 好了，
[01:01:10] 我们就把它搞定了，
[01:01:11] 大家看这个题目，
[01:01:12] 我们应该怎么把它搞定呢？
[01:01:14] 大家来看一下，
[01:01:15] 就是说唯有推动啊。
[01:01:17] 你看就是乡村善治，
[01:01:18] 乡村善治，
[01:01:19] 那你就把它放在后面也就可以了是吧？
[01:01:23] 乡村善治，
[01:01:24] 那么这个不就叫乡村善治吗？
[01:01:26] 然后它就能够让乡村振兴，
[01:01:29] 乡村振兴。
[01:01:29] 你中间呢，
[01:01:30] 可以把德治，
[01:01:32] 法治，
[01:01:32] 自治以及它们的影响等等的往里面塞一塞，
[01:01:36] 往里面塞一塞也就可以了，
[01:01:39] 很简单。
[01:01:39] 好吧，
[01:01:40] 好了再带着大家往下走，
[01:01:42] 大家来看一下这个题目是湖北省考的题目，
[01:01:47] 我们问大家一下标题。
[01:01:49] 前半句应该等于对策，
[01:01:51] 后半句应该等于影响。
[01:01:53] 哪位同学告诉我，
[01:01:54] 在这个题目当中，
[01:01:56] 哪一个词？
[01:01:57] 从这个地方做了一个华丽的分割线，
[01:02:00] 前半句是对策还是一个影响？
[01:02:02] 哪位同学可以告诉我？
[01:02:04] 是不是对策做好每件小事，
[01:02:07] 大家能够同意吧，
[01:02:09] 所以一起把它写下来做好。
[01:02:12] 每届。
[01:02:14] 小事一定把它搞定，
[01:02:16] 然后它会产生一个影响，
[01:02:18] 这个影响让阳光照亮城市的每一个角落，
[01:02:23] 所以大家一起写。
[01:02:24] 让阳光。
[01:02:27] 照亮。
[01:02:29] 城市一起把它搞定，
[01:02:31] 让阳光照亮城市哎，
[01:02:33] 一起把它搞定，
[01:02:34] 做好每件小事，
[01:02:36] 让阳光照亮城市。
[01:02:37] 你看这个词也就到位了，
[01:02:39] 做好每一件小事，
[01:02:41] 让阳光照亮城市角落也是可以的，
[01:02:44] 我们把它写在。
[01:02:45] 总论点里面把每一件小事做好，
[01:02:48] 哎，
[01:02:49] 你稍微的润色一下，
[01:02:51] 让阳光照亮城市角落。
[01:02:53] 让阳光照亮城市角落，
[01:02:55] 稍微的把它润色一下也就可以了，
[01:02:57] 不必和题目当中保持一模一样，
[01:03:00] 大体关键词能够匹配也就可以了。
[01:03:03] 行吧，
[01:03:04] 好，
[01:03:04] 再带着大家一起往下走，
[01:03:06] 这个题目很难，
[01:03:07] 当年联考很多同学遇到这个题目就是搞不出来，
[01:03:12] 你们别问我讲到几点。
[01:03:14] 各位，
[01:03:14] 我问大家一下，
[01:03:15] 我怎么在这边辛辛苦苦讲课，
[01:03:18] 有的同学就一直要问讲到几点呢？
[01:03:20] 不会拖堂太久的，
[01:03:22] 我已经答应你了。
[01:03:23] 行吧，
[01:03:23] 你说我这这这又没有多收你钱，
[01:03:26] 你急什么，
[01:03:27] 而且我上课一个小时到一个半小时时间应该控制的还是可以的。
[01:03:32] 这个标题。
[01:03:33] 前半句应该等于一个对策，
[01:03:36] 后半句应该等于一个影响，
[01:03:38] 把你的注意力放在思考上，
[01:03:41] 请问大家下。
[01:03:42] 烟火气。
[01:03:44] 管不好，
[01:03:44] 也就是管好烟火气，
[01:03:46] 大家觉得它应该是一个对策，
[01:03:49] 还是应该是一个影响？
[01:03:51] 哪位同学能够告诉我？
[01:03:53] 哎，
[01:03:53] 我我觉得烟火气它应该是一个对策吧，
[01:03:57] 所以大家把烟火气给老师打在评论区。
[01:04:01] 好了，
[01:04:02] 烟火气前面如果加一个动词，
[01:04:05] 大家觉得加哪一个动词比较合适哎？
[01:04:09] 这个管好太土了，
[01:04:10] 我们可以把管好给老师想一个比较规范的词，
[01:04:15] 只要涉及到执法的。
[01:04:17] 你们给老师记住了，
[01:04:19] 有一个大词不叫管理，
[01:04:21] 这个大词叫善治，
[01:04:23] 永远不要忘记这个词啊。
[01:04:25] 这个词关键的时候，
[01:04:26] 只要你是执法类的，
[01:04:28] 肯定能够用得上，
[01:04:29] 如果用不上，
[01:04:30] 你们到时候直接来干东，
[01:04:31] 哥没问题的，
[01:04:32] 管好烟火气。
[01:04:33] 然后我们这个火气。
[01:04:36] 这个火气是指什么？
[01:04:38] 这个火气就可以怎么样？
[01:04:40] 就可以把它给消解了，
[01:04:43] 消解火气，
[01:04:44] 哎呦，
[01:04:44] 这样不是太充分，
[01:04:46] 不是太通顺。
[01:04:47] 后面再加一个词，
[01:04:49] 请问大家下加哪个词？
[01:04:51] 消解民生火气，
[01:04:53] 大家觉得可以不善治烟火气。
[01:04:58] 擅治烟火气，
[01:05:00] 消解民生火气，
[01:05:02] 一起把它搞定。
[01:05:04] 擅治烟火气。
[01:05:06] 消解民生火气，
[01:05:08] 你看多好啊好吧，
[01:05:10] 或者说以烟火气破题啊。
[01:05:13] 怎么样？
[01:05:13] 你这个这个这个这个火气可不能绘就他的新篇章，
[01:05:17] 然后我们要加一个反向的词，
[01:05:19] 消解民生火气行吗？
[01:05:20] 好，
[01:05:21] 再带着大家一起往下走，
[01:05:23] 膳制烟火气。
[01:05:25] 消解民生火气，
[01:05:26] 大家来看一下啊，
[01:05:28] 就是。
[01:05:29] 擅制烟火气。
[01:05:31] 消解民生怨气和火气是一样的，
[01:05:34] 把这两句话写到了，
[01:05:36] 你就可以拿分，
[01:05:38] 后面你自己呢？
[01:05:39] 随便加两句废话，
[01:05:41] 我不管你好吧？
[01:05:42] 好，
[01:05:43] 大家来看一下，
[01:05:44] 到了广东的题目了，
[01:05:45] 广东的题目的话呢，
[01:05:47] 始终是比较麻烦的，
[01:05:49] 首先拿到这个广东的题目，
[01:05:51] 还是要从这个地方。
[01:05:52] 做一个华丽的分割线，
[01:05:54] 大家觉得就是我们拿到这个题目华丽的分割线，
[01:05:59] 你是以前半句为根本拟标题还是以后半句为根本？
[01:06:03] 你不要提，
[01:06:04] 我肯定要以后半句就近原则吧，
[01:06:07] 自己题目是以这个是吧那么？
[01:06:10] 乡村振兴的关键在产业振兴，
[01:06:14] 请问大家下哪一个词是对策？
[01:06:18] 乡村振兴是对策还是产业振兴是对策？
[01:06:22] 是不是产业振兴是对策？
[01:06:26] OK，
[01:06:26] 前半句加一个动词，
[01:06:28] 请问大家一下加哪一个动词？
[01:06:31] 产业振兴加哪个动词？
[01:06:33] 有没有同学能够告诉我？
[01:06:35] 一起告诉我。
[01:06:37] 各位，
[01:06:37] 你可以写推动产业振兴，
[01:06:40] 大家觉得行吗？
[01:06:42] 然后乡村振兴前面给老师加一个动词。
[01:06:46] 加哪个动词？
[01:06:47] 前面可以加一个实现乡村振兴，
[01:06:50] 大家觉得可以不？
[01:06:51] 各位那有的同学说老师，
[01:06:53] 我真的就想不出来推动怎么办？
[01:06:56] 你会想到哪个词？
[01:06:58] 有没有同学告诉我以色列的以后面加个尾巴加什么尾巴？
[01:07:03] 如果不想用为题，
[01:07:05] 如果不想用啊，
[01:07:06] 破题，
[01:07:07] 如果不想用为笔。
[01:07:08] 我问大家下，
[01:07:10] 你以前家里没有电子锁的时候，
[01:07:13] 一般打开那个锁要用个什么东西？
[01:07:16] 同学们认真的想一下，
[01:07:19] 是不是为要式的要啊为要哎，
[01:07:22] 然后呢为要？
[01:07:24] 拿钥匙，
[01:07:24] 它要加一个动词，
[01:07:26] 请问加哪一个动词？
[01:07:28] 是不是就是开启？
[01:07:31] 乡村振兴。
[01:07:34] 是门呀，
[01:07:34] 你看这些比喻都是可以的，
[01:07:38] 可以以之光照亮之路，
[01:07:41] 以为耀照亮之门。
[01:07:43] 这些东西我给大家准备了很多，
[01:07:45] 待会呢，
[01:07:46] 结尾的时候会给大家看，
[01:07:47] 到时候你把它背一背啊，
[01:07:49] 反正足够你用的的一一般不会重复的好吧？
[01:07:52] 好了，
[01:07:53] 再接着给大家看，
[01:07:54] 以产业振兴为要，
[01:07:55] 开启广东全面乡村振兴之门，
[01:07:57] 然后从这个地方到这个地方，
[01:08:00] 你产业振兴，
[01:08:00] 产业振兴要在这个地方。
[01:08:02] 镇乡村振兴。
[01:08:03] 乡村振兴要在这个地方后面，
[01:08:06] 你写几个对策或写几个影响都是可以的，
[01:08:10] 前面有对策。
[01:08:11] 后面有影响哎，
[01:08:12] 完全没有问题，
[01:08:14] 完全没有问题，
[01:08:15] 好吧好了再接着给大家往下走。
[01:08:18] 大家再接着往下走，
[01:08:20] 大家看这个题目，
[01:08:22] 请问从这个地方做一个华丽的分割线，
[01:08:25] 我们在拟标题的时候是以。
[01:08:28] 前半句为对策，
[01:08:30] 还是以是以前面为主，
[01:08:32] 还是以后面为主，
[01:08:34] 肯定是以后面为主吧，
[01:08:36] 后面请问它的对策。
[01:08:38] 是在说是在说对策，
[01:08:40] 还是在说一个最终的结果，
[01:08:42] 哪位同学可以告诉我是不是做好创新大文章？
[01:08:47] 就是在说一个对策做好。
[01:08:51] 创新。
[01:08:54] 大文章一起把它搞定，
[01:08:56] 哎，
[01:08:56] 兄弟们，
[01:08:57] 我问大家一下，
[01:08:58] 它会产生一个影响，
[01:09:00] 这个影响是我自己想，
[01:09:02] 还是说尽量从题干当中找？
[01:09:05] 是不是要从题干当中找是优先的，
[01:09:09] 那么题干当中就是前面的，
[01:09:11] 前面大家觉得哪个词可以作为一个影响？
[01:09:16] 请问心智生产力。
[01:09:20] 发展可不可以作为一个影响？
[01:09:23] 心智。
[01:09:26] 生产力。
[01:09:29] 发展可不可以作为一个影响？
[01:09:32] 前面给老师加一个动词。
[01:09:35] 推动。
[01:09:37] 什么广东新质生产力发展，
[01:09:39] 你看我尽量的一直不管小题，
[01:09:42] 还有大指纹，
[01:09:43] 尤其是在总类点，
[01:09:45] 分类点，
[01:09:45] 大框架上，
[01:09:46] 我一直。
[01:09:47] 非常强调用原词原句，
[01:09:49] 这样你就不会跑题了，
[01:09:51] 好吧，
[01:09:51] 大家一定把它搞定啊，
[01:09:53] 好大家来看一下。
[01:09:55] 这个词做好创新大文章，
[01:09:57] 推动新质生产力发展，
[01:09:59] 然后这是广东的题目啊啊，
[01:10:01] 这个广东的题，
[01:10:02] 你看创新和创新要对应广东新质生产力。
[01:10:06] 还有一个新的生产力，
[01:10:08] 要对应中间呢，
[01:10:09] 你可以写具体的小的对策，
[01:10:11] 你还可以写一个影响加进去，
[01:10:13] 没有问题的好吧？
[01:10:15] 广东这个里面你写和不写都是可以的，
[01:10:18] 因为这是广东省考的题目，
[01:10:20] 我就把广东写进去了好吧？
[01:10:22] 你你不写没问题的啊，
[01:10:23] 好了再问大家一下，
[01:10:25] 拿到这个题目又是一个广东的题目，
[01:10:28] 这是广东二六年刚刚考过的一个。
[01:10:31] 新奇啊，
[01:10:31] 二六年广东的话呢，
[01:10:33] 很多同学大成分都跑题了，
[01:10:34] 我们来看一下这个题目应该怎么搞定，
[01:10:37] 你们觉得从这个地方做一个华丽的分割线。
[01:10:40] 在拟标题的时候是以前半句为主，
[01:10:44] 还是以后半句为主？
[01:10:47] 同学们。
[01:10:48] 各位广东二零年跑题了很多同学，
[01:10:51] 其实以前半句为主搞错了，
[01:10:54] 各位人家让你思考的是后半句绿门广东生态建设。
[01:10:59] 请问大家下。
[01:11:01] 绿门。
[01:11:03] 广东生态建设是对策还是影响？
[01:11:08] 哪位同学可以直接告诉我，
[01:11:11] 绿美广东生态建设是对策还是影响？
[01:11:15] 它是一个对策。
[01:11:17] 所以大家一起打推进。
[01:11:19] 广绿门广东生态建设，
[01:11:22] 然后它会产生一个什么样的影响？
[01:11:26] 它的影响就是长远发展和民生福祉嘛，
[01:11:30] 我尽量的用材料当中的原词原句长远。
[01:11:34] 发展。
[01:11:35] 与民生。
[01:11:39] 福祉哎呀，
[01:11:40] 我的妈呀，
[01:11:41] 结果的话呢，
[01:11:43] 我不会加。
[01:11:44] 要把它变成一个影响，
[01:11:46] 前面要加一个动词，
[01:11:47] 加哪个动词？
[01:11:48] 我可以加一个筑牢，
[01:11:50] 大家觉得可以不？
[01:11:51] 后面给老师加一个尾巴，
[01:11:53] 加哪一个尾巴比较好，
[01:11:55] 可以写一个根基，
[01:11:56] 大家觉得可以吧？
[01:11:58] 那如果我注牢根基这种词，
[01:12:00] 我真的就不会，
[01:12:01] 我可以写成什么？
[01:12:02] 我可以写谱写长远发展与民生福祉新篇，
[01:12:07] 大家觉得可以吗？
[01:12:09] 谱写。
[01:12:11] 新片稍微变化一下，
[01:12:13] 反正我给了你保底的了，
[01:12:15] 好吧，
[01:12:16] 你呢？
[01:12:16] 有这种题目，
[01:12:17] 你就不再慌了好了。
[01:12:20] 一起把它搞定，
[01:12:21] 大家看就是推进广绿美广东生态建设，
[01:12:25] 筑牢长远发展与民生根基。
[01:12:28] 然后呢？
[01:12:28] 这个题目结尾我们一定要能够看到你有推进绿美广东建设，
[01:12:34] 然后呢？
[01:12:35] 接着我们还要看到你有这种长远发展民生福祉。
[01:12:39] 你能够把这些搞定，
[01:12:41] 我觉得就没有太大的问题好吗？
[01:12:44] 各位，
[01:12:45] 如果说你觉得这一行标题的字太多了。
[01:12:48] 请问可以去掉什么？
[01:12:51] 可以去掉什么？
[01:12:53] 可以去掉广东两个词，
[01:12:55] 没问题的好吧？
[01:12:57] 好了，
[01:12:57] 再带着大家往下看，
[01:12:59] 首先大家再来看一下，
[01:13:01] 这也是二六年广东省考刚刚考过的信息，
[01:13:04] 应该怎么办？
[01:13:05] 绿色发展是高质量发展的底色，
[01:13:08] 请问我如果拟标题的话，
[01:13:11] 前半句等于对策。
[01:13:13] 后半句等于影响。
[01:13:15] 各位，
[01:13:16] 哪个词可以放在对策里面？
[01:13:19] 各位是不是绿色发展啊？
[01:13:22] 或者是。
[01:13:23] 绿色底色。
[01:13:26] 绿色是最重要的吧？
[01:13:28] 好，
[01:13:29] 我可以写前面加一个动词，
[01:13:32] 以绿色发展。
[01:13:34] 破题一起把它搞定，
[01:13:36] 以绿色发展破题。
[01:13:38] 然后它对于我们可以推动高质量发展。
[01:13:44] 推动高质量发展，
[01:13:45] 我就不再帮你写了，
[01:13:47] 这个很简单，
[01:13:48] 当然了，
[01:13:49] 如果大家稍微变化一下的话，
[01:13:51] 写成写成什么写成这样的，
[01:13:53] 叫以绿色为底色，
[01:13:55] 会就广东高质量发展新化界。
[01:13:57] 新图景，
[01:13:58] 新篇章也是没有问题的，
[01:14:00] 你在后面的话呢，
[01:14:01] 你就直接把它写上去好吧，
[01:14:03] 好了再来给大家看一下。
[01:14:05] 下面的这个题目比较难，
[01:14:07] 这是北京市考的题目，
[01:14:08] 很多同学呢，
[01:14:09] 当时拿到这个题目的话呢，
[01:14:11] 有点小崩溃，
[01:14:12] 各位请问大家下？
[01:14:13] 标题永远记住它等于一个对策，
[01:14:17] 再加上一个影响。
[01:14:19] 哎，
[01:14:19] 抓紧时间告诉我，
[01:14:21] 在这个题目当中，
[01:14:23] 你们觉得哪一个词可以放到对策里边？
[01:14:27] 认真的总体判断一下这三句话，
[01:14:31] 哪哪个词可以做对策，
[01:14:34] 各位？
[01:14:34] 更需要你会发现，
[01:14:36] 探索实践，
[01:14:37] 探索实践，
[01:14:38] 我就可以把它放在对策里边。
[01:14:42] 探索。
[01:14:43] 和实践前面能不能给老师加一个动词，
[01:14:48] 哪位同学可以告诉我？
[01:14:51] 加一个动词，
[01:14:52] 我可以加一个坚持，
[01:14:54] 你觉得行不行？
[01:14:55] 坚持探索和实践，
[01:14:57] 然后它有一个什么样的好处？
[01:15:00] 它可以从长兴到长兴。
[01:15:02] 这个一起写下来，
[01:15:05] 长新。
